transaction_id,date,region,category,product_name,units_sold,unit_price,inventory_level,promotion,payment_method,revenue,customer_age,return_flag,supplier_delay_days,date_year,date_month,date_quarter,date_day,supplier_delay_days_year,supplier_delay_days_month,supplier_delay_days_quarter,supplier_delay_days_day,year,month
GROC-107772,2026-03-02,East,Dairy,Butter,22,389.0,45.0,0,Card,8558.09,35,1,1970-01-01 00:00:00.000000010,2026,3,1,2,1970,1,1,1,2026,3
GROC-107773,2025-03-08,South,Fruits,Papaya,21,25.32,41.0,0,Cash,531.72,57,0,1970-01-01 00:00:00.000000010,2025,3,1,8,1970,1,1,1,2025,3
GROC-107774,2025-03-08,North,Fruits,Banana,3,24.98,33.0,0,UPI,74.94,56,0,1970-01-01 00:00:00.000000002,2025,3,1,8,1970,1,1,1,2025,3
GROC-107775,2024-08-17,South,Dairy,Cheese,18,206.05,66.0,1,Card,3708.9,62,1,1970-01-01 00:00:00.000000009,2024,8,3,17,1970,1,1,1,2024,8
GROC-107776,2025-07-18,South,Vegetables,Spinach,22,99.75,57.0,0,Cash,2194.5,56,1,1970-01-01 00:00:00.000000002,2025,7,3,18,1970,1,1,1,2025,7
GROC-107777,2025-06-29,East,Dairy,Cheese,9,308.59,18.0,0,Cash,2777.29,38,1,1970-01-01 00:00:00.000000010,2025,6,2,29,1970,1,1,1,2025,6
GROC-107778,2025-08-07,South,Snacks,Chocolate,17,189.76,39.0,0,Card,3225.92,59,1,1970-01-01 00:00:00.000000003,2025,8,3,7,1970,1,1,1,2025,8
GROC-107779,2025-02-15,East,Dairy,Milk,14,209.14,16.0,1,UPI,2927.94,18,1,1970-01-01 00:00:00.000000003,2025,2,1,15,1970,1,1,1,2025,2
GROC-107780,2024-06-21,West,Beverages,Coffee,15,59.22,21.0,1,Cash,888.27,24,0,1970-01-01 00:00:00.000000006,2024,6,2,21,1970,1,1,1,2024,6
GROC-107781,2024-12-22,South,Snacks,Namkeen,19,128.55,22.0,1,Cash,2442.53,57,0,1970-01-01 00:00:00.000000008,2024,12,4,22,1970,1,1,1,2024,12
GROC-107782,2024-10-05,North,Vegetables,Onion,10,114.97,23.0,0,Card,1149.75,53,0,1970-01-01 00:00:00.000000009,2024,10,4,5,1970,1,1,1,2024,10
GROC-107783,2024-09-27,North,Beverages,Cold Drink,6,26.67,41.0,0,UPI,160.02,69,0,1970-01-01 00:00:00.000000002,2024,9,3,27,1970,1,1,1,2024,9
GROC-107784,2025-12-31,West,Dairy,Cheese,23,323.88,,0,Card,7449.15,40,0,1970-01-01 00:00:00.000000001,2025,12,4,31,1970,1,1,1,2025,12
GROC-107785,2025-01-15,South,Snacks,Biscuits,18,259.56,19.0,1,Card,4672.1,18,0,1970-01-01 00:00:00.000000008,2025,1,1,15,1970,1,1,1,2025,1
GROC-107786,2025-12-27,North,Dairy,Cheese,7,73.4,26.0,0,UPI,513.81,26,0,1970-01-01 00:00:00.000000001,2025,12,4,27,1970,1,1,1,2025,12
GROC-107787,2024-08-04,West,Beverages,Energy Drink,10,144.75,17.0,0,UPI,1447.5,24,0,1970-01-01 00:00:00.000000004,2024,8,3,4,1970,1,1,1,2024,8
GROC-107788,2026-03-11,West,Snacks,Namkeen,6,223.51,33.0,1,Cash,1341.04,68,0,1970-01-01 00:00:00.000000007,2026,3,1,11,1970,1,1,1,2026,3
GROC-107789,2024-12-29,South,Vegetables,Onion,11,166.38,26.0,0,Cash,1830.21,66,0,1970-01-01 00:00:00.000000004,2024,12,4,29,1970,1,1,1,2024,12
GROC-107790,2025-06-05,East,Beverages,Coffee,7,80.38,26.0,1,,562.64,58,0,1970-01-01 00:00:00.000000007,2025,6,2,5,1970,1,1,1,2025,6
GROC-107791,2024-05-03,East,Snacks,Candy,23,160.57,,1,Card,3693.19,34,0,1970-01-01 00:00:00.000000003,2024,5,2,3,1970,1,1,1,2024,5
GROC-107792,2026-01-14,West,Snacks,Chocolate,4,321.12,40.0,0,Card,1284.48,47,0,1970-01-01 00:00:00.000000008,2026,1,1,14,1970,1,1,1,2026,1
GROC-107793,2024-12-27,South,Fruits,Orange,3,282.85,44.0,0,Cash,848.55,46,0,1970-01-01 00:00:00.000000003,2024,12,4,27,1970,1,1,1,2024,12
GROC-107794,2024-07-24,South,Vegetables,Tomato,17,110.7,33.0,1,UPI,1881.83,29,0,1970-01-01 00:00:00.000000001,2024,7,3,24,1970,1,1,1,2024,7
GROC-107795,2025-02-13,East,Vegetables,Tomato,21,113.71,60.0,0,Card,2387.87,19,1,1970-01-01 00:00:00.000000005,2025,2,1,13,1970,1,1,1,2025,2
GROC-107796,2024-09-11,North,Dairy,Paneer,4,259.23,21.0,1,UPI,1036.93,43,1,1970-01-01 00:00:00.000000009,2024,9,3,11,1970,1,1,1,2024,9
GROC-107797,2025-02-28,East,Fruits,Apple,16,92.12,50.0,0,Cash,1473.92,43,0,1970-01-01 00:00:00.000000004,2025,2,1,28,1970,1,1,1,2025,2
GROC-107798,2026-02-21,West,Beverages,Cold Drink,12,323.43,43.0,0,Card,3881.16,60,0,1970-01-01 00:00:00.000000006,2026,2,1,21,1970,1,1,1,2026,2
GROC-107799,2025-07-19,North,Beverages,Cold Drink,18,15.81,24.0,1,Card,284.65,28,0,1970-01-01 00:00:00.000000009,2025,7,3,19,1970,1,1,1,2025,7
GROC-107800,2025-06-26,North,Snacks,Namkeen,24,308.04,,1,Cash,7392.95,54,1,1970-01-01 00:00:00.000000002,2025,6,2,26,1970,1,1,1,2025,6
GROC-107801,2024-06-14,South,Fruits,Apple,11,50.42,41.0,1,Card,554.61,46,0,1970-01-01 00:00:00.000000006,2024,6,2,14,1970,1,1,1,2024,6
GROC-107802,2026-01-25,South,Beverages,Energy Drink,15,283.79,48.0,0,UPI,4256.85,49,1,1970-01-01 00:00:00.000000003,2026,1,1,25,1970,1,1,1,2026,1
GROC-107803,2026-02-03,North,Fruits,Papaya,10,264.35,25.0,1,Cash,2643.5,62,1,1970-01-01 00:00:00.000000010,2026,2,1,3,1970,1,1,1,2026,2
GROC-107804,2025-01-02,North,Dairy,Curd,14,354.43,41.0,1,UPI,4962.0,29,0,1970-01-01 00:00:00.000000009,2025,1,1,2,1970,1,1,1,2025,1
GROC-107805,2024-07-20,North,Vegetables,Spinach,9,61.68,27.0,1,Cash,555.1,22,1,1970-01-01 00:00:00.000000005,2024,7,3,20,1970,1,1,1,2024,7
GROC-107806,2025-05-06,East,Fruits,Mango,24,20.23,26.0,1,Card,485.53,33,1,1970-01-01 00:00:00.000000008,2025,5,2,6,1970,1,1,1,2025,5
GROC-107807,2025-09-03,West,Vegetables,Carrot,14,231.73,63.0,0,UPI,3244.29,44,1,1970-01-01 00:00:00.000000007,2025,9,3,3,1970,1,1,1,2025,9
GROC-107808,2025-02-14,North,Fruits,Orange,7,194.27,48.0,0,Card,1359.89,21,0,1970-01-01 00:00:00.000000002,2025,2,1,14,1970,1,1,1,2025,2
GROC-107809,2024-05-12,South,Dairy,Milk,16,239.02,23.0,0,UPI,3824.35,34,0,1970-01-01 00:00:00.000000007,2024,5,2,12,1970,1,1,1,2024,5
GROC-107810,2024-11-05,South,Dairy,Curd,18,383.67,58.0,1,Card,6906.11,38,0,1970-01-01 00:00:00.000000001,2024,11,4,5,1970,1,1,1,2024,11
GROC-107811,2025-07-22,South,Snacks,Chips,9,122.07,35.0,1,Card,1098.63,39,0,1970-01-01 00:00:00.000000000,2025,7,3,22,1970,1,1,1,2025,7
GROC-107812,2024-05-14,South,Vegetables,Spinach,21,40.26,68.0,1,Cash,845.55,52,0,1970-01-01 00:00:00.000000008,2024,5,2,14,1970,1,1,1,2024,5
GROC-107813,2024-05-25,South,Vegetables,Onion,8,180.49,15.0,1,Card,1443.96,23,1,1970-01-01 00:00:00.000000008,2024,5,2,25,1970,1,1,1,2024,5
GROC-107814,2024-05-23,East,Fruits,Orange,21,225.52,29.0,0,UPI,4735.92,45,0,1970-01-01 00:00:00.000000005,2024,5,2,23,1970,1,1,1,2024,5
GROC-107815,2025-01-26,East,Dairy,Milk,8,158.96,46.0,0,UPI,1271.65,58,0,1970-01-01 00:00:00.000000007,2025,1,1,26,1970,1,1,1,2025,1
GROC-107816,2025-05-25,East,Snacks,Biscuits,6,248.17,35.0,1,Card,1489.05,45,1,1970-01-01 00:00:00.000000010,2025,5,2,25,1970,1,1,1,2025,5
GROC-107817,2025-10-30,West,Snacks,Biscuits,2,225.26,9.0,1,UPI,450.53,52,0,1970-01-01 00:00:00.000000002,2025,10,4,30,1970,1,1,1,2025,10
GROC-107818,2024-11-16,South,Fruits,Apple,17,287.81,26.0,0,Card,4892.77,45,1,1970-01-01 00:00:00.000000004,2024,11,4,16,1970,1,1,1,2024,11
GROC-107819,2024-07-11,West,Beverages,Cold Drink,4,60.46,46.0,0,Card,241.84,28,0,1970-01-01 00:00:00.000000000,2024,7,3,11,1970,1,1,1,2024,7
GROC-107820,2026-03-02,West,Fruits,Apple,12,138.6,14.0,0,Card,1663.2,34,0,1970-01-01 00:00:00.000000010,2026,3,1,2,1970,1,1,1,2026,3
GROC-107821,2024-06-18,South,Beverages,Energy Drink,23,155.96,25.0,0,Card,3587.08,44,0,1970-01-01 00:00:00.000000004,2024,6,2,18,1970,1,1,1,2024,6
GROC-107822,2025-01-14,North,Beverages,Coffee,13,169.66,27.0,1,Card,2205.57,69,0,1970-01-01 00:00:00.000000002,2025,1,1,14,1970,1,1,1,2025,1
GROC-107823,2024-11-22,North,Snacks,Chips,20,283.6,62.0,1,Card,5671.94,54,0,1970-01-01 00:00:00.000000009,2024,11,4,22,1970,1,1,1,2024,11
GROC-107824,2025-08-12,North,Fruits,Mango,14,223.31,25.0,0,Cash,3126.34,66,1,1970-01-01 00:00:00.000000011,2025,8,3,12,1970,1,1,1,2025,8
GROC-107825,2025-01-10,East,Dairy,Curd,21,410.49,27.0,0,Card,8620.37,39,0,1970-01-01 00:00:00.000000006,2025,1,1,10,1970,1,1,1,2025,1
GROC-107826,2026-03-10,South,Dairy,Cheese,8,405.8,22.0,1,Card,3246.4,19,0,1970-01-01 00:00:00.000000004,2026,3,1,10,1970,1,1,1,2026,3
GROC-107827,2025-04-18,South,Vegetables,Carrot,12,114.44,60.0,1,Cash,1373.3,42,1,1970-01-01 00:00:00.000000009,2025,4,2,18,1970,1,1,1,2025,4
GROC-107828,2025-07-05,East,Snacks,Namkeen,17,322.47,52.0,0,Cash,5481.99,23,1,1970-01-01 00:00:00.000000007,2025,7,3,5,1970,1,1,1,2025,7
GROC-107829,2026-02-05,South,Beverages,Energy Drink,7,69.64,50.0,0,Cash,487.48,26,0,1970-01-01 00:00:00.000000000,2026,2,1,5,1970,1,1,1,2026,2
GROC-107830,2025-05-24,West,Fruits,Banana,21,105.0,64.0,1,Card,2204.91,58,1,1970-01-01 00:00:00.000000001,2025,5,2,24,1970,1,1,1,2025,5
GROC-107831,2025-03-28,East,Beverages,Energy Drink,1,183.4,36.0,1,Card,183.4,59,0,1970-01-01 00:00:00.000000002,2025,3,1,28,1970,1,1,1,2025,3
GROC-107832,2025-08-02,South,Snacks,Namkeen,12,182.99,34.0,1,Card,2195.93,42,0,1970-01-01 00:00:00.000000007,2025,8,3,2,1970,1,1,1,2025,8
GROC-107833,2024-08-25,North,Vegetables,Carrot,6,8.9,55.0,1,UPI,53.4,26,1,1970-01-01 00:00:00.000000009,2024,8,3,25,1970,1,1,1,2024,8
GROC-107834,2024-07-01,South,Snacks,Biscuits,6,258.58,23.0,0,Card,1551.48,59,0,1970-01-01 00:00:00.000000007,2024,7,3,1,1970,1,1,1,2024,7
GROC-107835,2024-10-11,East,Dairy,Milk,19,486.99,31.0,0,Card,9252.81,31,0,1970-01-01 00:00:00.000000010,2024,10,4,11,1970,1,1,1,2024,10
GROC-107836,2024-10-24,North,Beverages,Juice,15,25.83,25.0,0,Card,387.45,28,0,1970-01-01 00:00:00.000000001,2024,10,4,24,1970,1,1,1,2024,10
GROC-107837,2024-05-05,West,Vegetables,Tomato,14,21.65,53.0,0,UPI,303.11,65,0,1970-01-01 00:00:00.000000008,2024,5,2,5,1970,1,1,1,2024,5
GROC-107838,2024-07-12,South,Dairy,Butter,13,64.46,38.0,0,Card,837.93,66,0,1970-01-01 00:00:00.000000002,2024,7,3,12,1970,1,1,1,2024,7
GROC-107839,2026-04-10,West,Fruits,Mango,4,119.22,5.0,0,Cash,476.88,56,0,1970-01-01 00:00:00.000000001,2026,4,2,10,1970,1,1,1,2026,4
GROC-107840,2024-06-27,North,Snacks,Namkeen,21,156.83,25.0,1,UPI,3293.42,23,0,1970-01-01 00:00:00.000000005,2024,6,2,27,1970,1,1,1,2024,6
GROC-107841,2025-12-26,East,Beverages,Tea,16,171.63,49.0,1,Cash,2746.07,43,0,1970-01-01 00:00:00.000000010,2025,12,4,26,1970,1,1,1,2025,12
GROC-107842,2024-06-07,West,Snacks,Candy,16,97.78,26.0,1,Card,1564.42,49,1,1970-01-01 00:00:00.000000006,2024,6,2,7,1970,1,1,1,2024,6
GROC-107843,2025-03-24,South,Beverages,Energy Drink,11,152.17,48.0,0,Card,1673.87,46,0,1970-01-01 00:00:00.000000007,2025,3,1,24,1970,1,1,1,2025,3
GROC-107844,2026-02-25,South,Snacks,Biscuits,6,24.89,21.0,0,UPI,149.34,33,1,1970-01-01 00:00:00.000000006,2026,2,1,25,1970,1,1,1,2026,2
GROC-107845,2025-12-14,South,Snacks,Candy,12,280.52,34.0,1,UPI,3366.22,24,0,1970-01-01 00:00:00.000000009,2025,12,4,14,1970,1,1,1,2025,12
GROC-107846,2026-01-10,North,Vegetables,Carrot,24,95.99,63.0,1,Card,2303.71,32,0,1970-01-01 00:00:00.000000011,2026,1,1,10,1970,1,1,1,2026,1
GROC-107847,2025-02-16,West,Snacks,Chips,4,230.18,29.0,1,Cash,920.71,37,0,1970-01-01 00:00:00.000000004,2025,2,1,16,1970,1,1,1,2025,2
GROC-107848,2026-03-31,North,Dairy,Cheese,18,270.72,29.0,1,UPI,4872.88,68,0,1970-01-01 00:00:00.000000007,2026,3,1,31,1970,1,1,1,2026,3
GROC-107849,2024-08-28,South,Dairy,Paneer,5,15.99,50.0,0,Cash,79.94,54,0,1970-01-01 00:00:00.000000011,2024,8,3,28,1970,1,1,1,2024,8
GROC-107850,2024-10-15,North,Fruits,Mango,23,257.34,57.0,0,UPI,5918.82,31,0,1970-01-01 00:00:00.000000000,2024,10,4,15,1970,1,1,1,2024,10
GROC-107851,2026-03-23,North,Beverages,Cold Drink,7,43.98,55.0,0,Cash,307.86,24,0,1970-01-01 00:00:00.000000002,2026,3,1,23,1970,1,1,1,2026,3
GROC-107852,2026-04-15,North,Dairy,Cheese,11,166.8,46.0,0,UPI,1834.76,56,0,1970-01-01 00:00:00.000000009,2026,4,2,15,1970,1,1,1,2026,4
GROC-107853,2024-08-17,West,Vegetables,Spinach,8,69.45,15.0,1,Card,555.59,48,1,1970-01-01 00:00:00.000000007,2024,8,3,17,1970,1,1,1,2024,8
GROC-107854,2025-09-22,North,Fruits,Papaya,14,85.09,34.0,1,Cash,1191.28,38,1,1970-01-01 00:00:00.000000006,2025,9,3,22,1970,1,1,1,2025,9
GROC-107855,2025-04-19,West,Dairy,Milk,6,24.74,50.0,0,Cash,148.43,55,0,1970-01-01 00:00:00.000000002,2025,4,2,19,1970,1,1,1,2025,4
GROC-107856,2025-02-25,South,Fruits,Banana,12,276.92,34.0,1,Cash,3323.03,68,1,1970-01-01 00:00:00.000000008,2025,2,1,25,1970,1,1,1,2025,2
GROC-107857,2025-09-24,South,Fruits,Papaya,13,245.44,43.0,1,UPI,3190.67,58,0,1970-01-01 00:00:00.000000008,2025,9,3,24,1970,1,1,1,2025,9
GROC-107858,2025-05-11,West,Vegetables,Spinach,13,127.74,25.0,0,UPI,1660.57,69,0,1970-01-01 00:00:00.000000010,2025,5,2,11,1970,1,1,1,2025,5
GROC-107859,2026-01-22,North,Vegetables,Spinach,10,155.76,19.0,1,Card,1557.59,25,0,1970-01-01 00:00:00.000000010,2026,1,1,22,1970,1,1,1,2026,1
GROC-107860,2024-08-11,West,Dairy,Milk,22,200.62,71.0,0,Card,4413.64,51,0,1970-01-01 00:00:00.000000006,2024,8,3,11,1970,1,1,1,2024,8
GROC-107861,2025-11-19,South,Dairy,Milk,20,310.56,31.0,1,UPI,6211.23,30,1,1970-01-01 00:00:00.000000008,2025,11,4,19,1970,1,1,1,2025,11
GROC-107862,2025-06-22,North,Fruits,Mango,13,163.63,50.0,1,Card,2127.17,49,0,1970-01-01 00:00:00.000000002,2025,6,2,22,1970,1,1,1,2025,6
GROC-107863,2025-05-18,North,Fruits,Papaya,21,242.94,62.0,0,Card,5101.74,37,0,1970-01-01 00:00:00.000000007,2025,5,2,18,1970,1,1,1,2025,5
GROC-107864,2026-04-05,North,Vegetables,Carrot,13,37.89,29.0,1,UPI,492.59,38,0,1970-01-01 00:00:00.000000002,2026,4,2,5,1970,1,1,1,2026,4
GROC-107865,2026-04-26,North,Vegetables,Tomato,5,65.4,37.0,0,UPI,327.0,66,1,1970-01-01 00:00:00.000000009,2026,4,2,26,1970,1,1,1,2026,4
GROC-107866,2025-08-23,South,Dairy,Milk,3,26.88,35.0,0,Cash,80.64,62,1,1970-01-01 00:00:00.000000001,2025,8,3,23,1970,1,1,1,2025,8
GROC-107867,2024-10-22,North,Fruits,Orange,7,229.37,10.0,0,Card,1605.59,63,0,1970-01-01 00:00:00.000000005,2024,10,4,22,1970,1,1,1,2024,10
GROC-107868,2024-08-15,South,Dairy,Paneer,13,86.46,28.0,0,UPI,1124.03,19,0,1970-01-01 00:00:00.000000010,2024,8,3,15,1970,1,1,1,2024,8
GROC-107869,2025-10-31,North,Fruits,Apple,5,92.82,22.0,1,Cash,464.11,24,1,1970-01-01 00:00:00.000000006,2025,10,4,31,1970,1,1,1,2025,10
GROC-107870,2026-01-31,East,Snacks,Candy,9,21.43,19.0,1,Cash,192.88,46,0,1970-01-01 00:00:00.000000001,2026,1,1,31,1970,1,1,1,2026,1
GROC-107871,2025-08-05,North,Dairy,Butter,8,215.99,28.0,0,UPI,1727.94,62,1,1970-01-01 00:00:00.000000011,2025,8,3,5,1970,1,1,1,2025,8
GROC-107872,2025-06-08,South,Beverages,Juice,10,194.68,46.0,0,Cash,1946.8,45,0,1970-01-01 00:00:00.000000005,2025,6,2,8,1970,1,1,1,2025,6
GROC-107873,2025-02-13,North,Beverages,Tea,8,187.04,55.0,0,Card,1496.32,53,0,1970-01-01 00:00:00.000000001,2025,2,1,13,1970,1,1,1,2025,2
GROC-107874,2025-12-24,North,Vegetables,Tomato,3,46.72,15.0,0,Cash,140.15,19,0,1970-01-01 00:00:00.000000009,2025,12,4,24,1970,1,1,1,2025,12
GROC-107875,2024-06-17,South,Snacks,Namkeen,1,121.8,49.0,1,UPI,121.8,63,0,1970-01-01 00:00:00.000000006,2024,6,2,17,1970,1,1,1,2024,6
GROC-107876,2024-05-27,West,Snacks,Chips,11,55.81,27.0,1,Cash,613.87,20,0,1970-01-01 00:00:00.000000007,2024,5,2,27,1970,1,1,1,2024,5
GROC-107877,2025-08-30,South,Vegetables,Onion,8,6.5,41.0,1,Card,52.02,39,0,1970-01-01 00:00:00.000000010,2025,8,3,30,1970,1,1,1,2025,8
GROC-107878,2025-04-01,West,Fruits,Apple,6,138.05,23.0,0,UPI,828.3,64,0,1970-01-01 00:00:00.000000009,2025,4,2,1,1970,1,1,1,2025,4
GROC-107879,2026-03-15,West,Dairy,Cheese,3,208.43,14.0,1,UPI,625.28,49,0,1970-01-01 00:00:00.000000008,2026,3,1,15,1970,1,1,1,2026,3
GROC-107880,2026-04-02,South,Fruits,Orange,9,111.61,9.0,0,UPI,1004.49,59,1,1970-01-01 00:00:00.000000002,2026,4,2,2,1970,1,1,1,2026,4
GROC-107881,2026-03-14,West,Vegetables,Spinach,6,197.92,18.0,1,Cash,1187.55,42,1,1970-01-01 00:00:00.000000006,2026,3,1,14,1970,1,1,1,2026,3
GROC-107882,2025-02-16,North,Beverages,Coffee,23,70.61,68.0,0,Cash,1624.03,49,0,1970-01-01 00:00:00.000000006,2025,2,1,16,1970,1,1,1,2025,2
GROC-107883,2026-04-14,South,Beverages,Tea,12,261.43,33.0,1,UPI,3137.2,48,1,1970-01-01 00:00:00.000000007,2026,4,2,14,1970,1,1,1,2026,4
GROC-107884,2025-05-05,East,Beverages,Coffee,2,159.58,39.0,1,Cash,319.17,57,0,1970-01-01 00:00:00.000000008,2025,5,2,5,1970,1,1,1,2025,5
GROC-107885,2026-03-24,East,Dairy,Cheese,14,200.14,41.0,1,Card,2802.01,23,1,1970-01-01 00:00:00.000000000,2026,3,1,24,1970,1,1,1,2026,3
GROC-107886,2025-01-06,South,Beverages,Energy Drink,18,313.42,33.0,1,UPI,5641.63,26,0,1970-01-01 00:00:00.000000002,2025,1,1,6,1970,1,1,1,2025,1
GROC-107887,2024-10-01,North,Snacks,Chips,18,30.41,59.0,1,Cash,547.37,58,0,1970-01-01 00:00:00.000000011,2024,10,4,1,1970,1,1,1,2024,10
GROC-107888,2026-01-14,East,Snacks,Chips,18,199.55,19.0,0,Card,3591.9,41,0,1970-01-01 00:00:00.000000008,2026,1,1,14,1970,1,1,1,2026,1
GROC-107889,2025-09-06,East,Dairy,Cheese,20,188.37,53.0,1,Cash,3767.49,32,1,1970-01-01 00:00:00.000000002,2025,9,3,6,1970,1,1,1,2025,9
GROC-107890,2025-07-15,West,Beverages,Juice,13,149.02,15.0,0,UPI,1937.26,50,1,1970-01-01 00:00:00.000000011,2025,7,3,15,1970,1,1,1,2025,7
GROC-107891,2024-10-30,West,Beverages,Juice,9,115.87,9.0,1,Cash,1042.83,42,0,1970-01-01 00:00:00.000000004,2024,10,4,30,1970,1,1,1,2024,10
GROC-107892,2025-09-13,North,Vegetables,Onion,5,234.39,52.0,0,UPI,1171.94,59,1,1970-01-01 00:00:00.000000007,2025,9,3,13,1970,1,1,1,2025,9
GROC-107893,2025-10-16,East,Snacks,Candy,11,277.74,53.0,0,Cash,3055.14,56,0,1970-01-01 00:00:00.000000010,2025,10,4,16,1970,1,1,1,2025,10
GROC-107894,2025-01-14,North,Snacks,Chocolate,23,76.66,70.0,1,Card,1763.18,21,0,1970-01-01 00:00:00.000000011,2025,1,1,14,1970,1,1,1,2025,1
GROC-107895,2025-09-14,North,Dairy,Milk,20,208.03,67.0,0,Cash,4160.52,24,0,1970-01-01 00:00:00.000000007,2025,9,3,14,1970,1,1,1,2025,9
GROC-107896,2024-08-25,North,Beverages,Tea,23,210.54,28.0,1,,4842.35,29,0,1970-01-01 00:00:00.000000003,2024,8,3,25,1970,1,1,1,2024,8
GROC-107897,2025-09-29,East,Fruits,Orange,17,34.62,24.0,1,Cash,588.57,51,0,1970-01-01 00:00:00.000000010,2025,9,3,29,1970,1,1,1,2025,9
GROC-107898,2025-02-27,South,Dairy,Cheese,24,45.64,67.0,1,Cash,1095.39,23,0,1970-01-01 00:00:00.000000001,2025,2,1,27,1970,1,1,1,2025,2
GROC-107899,2026-02-13,South,Vegetables,Tomato,21,57.11,,0,UPI,1199.23,42,1,1970-01-01 00:00:00.000000011,2026,2,1,13,1970,1,1,1,2026,2
GROC-107900,2024-05-12,West,Snacks,Chips,21,64.72,59.0,0,Card,1359.12,34,0,1970-01-01 00:00:00.000000006,2024,5,2,12,1970,1,1,1,2024,5
GROC-107901,2025-04-28,North,Fruits,Mango,19,242.85,44.0,1,Card,4614.14,39,0,1970-01-01 00:00:00.000000002,2025,4,2,28,1970,1,1,1,2025,4
GROC-107902,2024-11-02,East,Vegetables,Carrot,20,89.13,55.0,1,UPI,1782.58,29,0,1970-01-01 00:00:00.000000009,2024,11,4,2,1970,1,1,1,2024,11
GROC-107903,2025-09-25,East,Vegetables,Tomato,6,137.68,32.0,1,Card,826.05,44,0,1970-01-01 00:00:00.000000002,2025,9,3,25,1970,1,1,1,2025,9
GROC-107904,2025-06-17,North,Beverages,Coffee,14,31.72,37.0,1,Card,444.13,44,1,1970-01-01 00:00:00.000000004,2025,6,2,17,1970,1,1,1,2025,6
GROC-107905,2026-01-25,North,Fruits,Orange,20,215.9,35.0,0,UPI,4318.0,45,0,1970-01-01 00:00:00.000000009,2026,1,1,25,1970,1,1,1,2026,1
GROC-107906,2025-10-03,West,Vegetables,Onion,7,13.02,37.0,1,Card,91.12,30,0,1970-01-01 00:00:00.000000004,2025,10,4,3,1970,1,1,1,2025,10
GROC-107907,2025-04-22,East,Beverages,Energy Drink,16,9.07,48.0,1,Cash,145.16,47,0,1970-01-01 00:00:00.000000002,2025,4,2,22,1970,1,1,1,2025,4
GROC-107908,2025-07-02,South,Dairy,Paneer,23,234.32,65.0,0,UPI,5389.31,52,1,1970-01-01 00:00:00.000000007,2025,7,3,2,1970,1,1,1,2025,7
GROC-107909,2024-10-12,North,Beverages,Juice,16,189.67,60.0,1,Card,3034.77,25,1,1970-01-01 00:00:00.000000011,2024,10,4,12,1970,1,1,1,2024,10
GROC-107910,2024-09-23,East,Dairy,Milk,3,222.24,22.0,0,,666.71,68,1,1970-01-01 00:00:00.000000002,2024,9,3,23,1970,1,1,1,2024,9
GROC-107911,2024-11-10,East,Beverages,Juice,16,11.27,21.0,0,Cash,180.32,60,0,1970-01-01 00:00:00.000000005,2024,11,4,10,1970,1,1,1,2024,11
GROC-107912,2025-12-22,West,Snacks,Namkeen,7,111.89,34.0,1,Cash,783.2,52,0,1970-01-01 00:00:00.000000010,2025,12,4,22,1970,1,1,1,2025,12
GROC-107913,2025-05-15,West,Snacks,Candy,2,96.52,40.0,1,Cash,193.05,20,0,1970-01-01 00:00:00.000000002,2025,5,2,15,1970,1,1,1,2025,5
GROC-107914,2025-05-14,South,Fruits,Orange,17,73.25,32.0,0,Card,1245.25,28,0,1970-01-01 00:00:00.000000010,2025,5,2,14,1970,1,1,1,2025,5
GROC-107915,2026-03-12,East,Dairy,Curd,1,287.94,28.0,1,Card,287.94,64,0,1970-01-01 00:00:00.000000007,2026,3,1,12,1970,1,1,1,2026,3
GROC-107916,2026-04-02,North,Fruits,Orange,11,229.54,28.0,0,UPI,2524.94,19,0,1970-01-01 00:00:00.000000006,2026,4,2,2,1970,1,1,1,2026,4
GROC-107917,2025-11-25,North,Vegetables,Spinach,15,44.53,18.0,1,UPI,668.0,51,1,1970-01-01 00:00:00.000000005,2025,11,4,25,1970,1,1,1,2025,11
GROC-107918,2025-05-12,West,Fruits,Banana,8,125.4,22.0,0,Cash,1003.2,40,1,1970-01-01 00:00:00.000000001,2025,5,2,12,1970,1,1,1,2025,5
GROC-107919,2025-02-20,East,Dairy,Cheese,19,41.72,54.0,1,Card,792.77,53,1,1970-01-01 00:00:00.000000006,2025,2,1,20,1970,1,1,1,2025,2
GROC-107920,2026-01-29,North,Beverages,Energy Drink,15,78.88,25.0,1,Card,1183.13,21,0,1970-01-01 00:00:00.000000008,2026,1,1,29,1970,1,1,1,2026,1
GROC-107921,2026-04-08,West,Beverages,Cold Drink,9,74.34,58.0,0,Card,669.06,45,0,1970-01-01 00:00:00.000000010,2026,4,2,8,1970,1,1,1,2026,4
GROC-107922,2025-08-04,South,Snacks,Chocolate,24,167.92,72.0,0,Card,4030.08,26,0,1970-01-01 00:00:00.000000010,2025,8,3,4,1970,1,1,1,2025,8
GROC-107923,2025-05-29,South,Fruits,Orange,4,250.36,4.0,1,UPI,1001.42,38,0,1970-01-01 00:00:00.000000006,2025,5,2,29,1970,1,1,1,2025,5
GROC-107924,2024-05-05,West,Fruits,Papaya,13,95.38,57.0,0,Card,1239.94,65,0,1970-01-01 00:00:00.000000002,2024,5,2,5,1970,1,1,1,2024,5
