invoice_id,date,region,category,product_name,units_sold,wholesale_price,retail_price,revenue,inventory_level,damage_units,returned_items,festival_sale,supplier_name,customer_rating
STEEL-5816,2024-06-18,Delhi,Bowls,Soup Bowl,55,45.74,67.83,3730.53,386,0,1,0,Gibson PLC,4.4
STEEL-5817,2025-08-03,Delhi,Bowls,Soup Bowl,13,67.4,114.32,1486.16,406,2,0,1,"Grant, Smith and Washington",
STEEL-5818,2024-07-05,Ahmedabad,Knives,Fruit Knife,67,86.87,206.61,13843.11,396,1,1,0,"Fischer, Jones and Mckay",3.4
STEEL-5819,2024-02-02,Delhi,Bowls,Rice Bowl,127,16.8,37.24,4729.86,516,2,3,1,"Hogan, Stuart and Martin",
STEEL-5820,2023-12-09,Ahmedabad,Spoons,Serving Spoon,100,117.37,280.66,28066.49,163,0,3,0,Martinez Group,2.8
STEEL-5821,2024-02-17,Mumbai,Knives,Kitchen Knife,34,194.55,407.37,13850.62,150,0,1,1,King-Hart,4.7
STEEL-5822,2025-01-06,Hyderabad,Forks,Fruit Fork,86,113.0,219.27,18856.88,571,5,0,0,"Richardson, Whitney and Jones",3.5
STEEL-5823,2023-12-26,Hyderabad,Forks,Fruit Fork,52,29.43,65.85,3424.01,402,5,1,1,"Jones, Brown and Waters",3.7
STEEL-5824,2025-01-27,Ahmedabad,Forks,Fruit Fork,66,282.18,634.74,41892.87,337,3,1,0,Conley-Farrell,2.5
STEEL-5825,2024-05-29,Mumbai,Forks,Dinner Fork,87,139.37,330.81,28780.13,210,4,3,0,"James, Davis and Walker",4.8
STEEL-5826,2025-10-06,Pune,Bowls,Rice Bowl,15,19.02,39.73,595.92,201,2,2,1,"Martin, Garcia and Jackson",4.1
STEEL-5827,2024-11-09,Pune,Bowls,Rice Bowl,93,50.44,83.12,7729.87,571,3,0,0,"Dunlap, Jackson and Schwartz",4.8
STEEL-5828,2024-05-07,Pune,Plates,Round Plate,27,147.09,312.4,8434.9,227,2,0,0,Barker-Boyle,3.5
STEEL-5829,2025-04-26,Delhi,Spoons,Dessert Spoon,146,67.49,150.34,21949.1,382,4,3,0,"Hunter, Waters and Chavez",2.6
STEEL-5830,2024-06-20,Mumbai,Knives,Fruit Knife,91,281.84,549.37,49993.04,424,0,2,0,"Hill, Alvarado and Ford",4.7
STEEL-5831,2024-09-25,Mumbai,Spoons,Dessert Spoon,132,61.44,118.57,15650.67,454,1,3,0,,3.7
STEEL-5832,2026-03-28,Delhi,Spoons,Tea Spoon,6,239.46,469.68,2818.11,96,3,3,1,Sosa LLC,
STEEL-5833,2024-04-16,Delhi,Bowls,Serving Bowl,61,122.9,273.29,16670.44,448,0,2,0,Sanders-Williams,4.9
STEEL-5834,2025-04-02,Hyderabad,Spoons,Dessert Spoon,44,255.31,475.13,20905.85,216,3,3,1,"Atkinson, Martin and Mcbride",4.7
STEEL-5835,2024-09-17,Pune,Plates,Round Plate,33,219.39,515.08,16997.61,134,4,3,1,"Friedman, Ortiz and Griffin",4.4
STEEL-5836,2025-07-21,Hyderabad,Bowls,Soup Bowl,29,236.2,422.36,12248.43,210,1,1,1,Davis-Bryant,4.8
STEEL-5837,2023-07-27,Pune,Glasses,Water Glass,28,64.56,94.99,2659.75,227,2,3,1,Morris LLC,3.0
STEEL-5838,2024-02-23,Delhi,Bowls,Soup Bowl,29,52.74,129.32,3750.42,459,0,1,1,Harrell-Copeland,
STEEL-5839,2023-08-14,Ahmedabad,Glasses,Water Glass,52,238.56,589.97,30678.66,202,4,0,0,Davis-Nixon,3.5
STEEL-5840,2024-03-21,Mumbai,Knives,Butter Knife,123,200.43,402.42,49497.95,514,4,3,0,"Schwartz, Jackson and Tran",3.1
STEEL-5841,2025-08-24,Mumbai,Bowls,Rice Bowl,67,101.87,148.98,9981.92,354,0,0,1,"Rivera, Hurst and Hawkins",4.5
STEEL-5842,2025-06-22,Delhi,Plates,Round Plate,93,258.47,369.42,34356.46,459,2,0,0,"Mcbride, Gutierrez and Jones",3.1
STEEL-5843,2024-02-14,Hyderabad,Plates,Thali Plate,128,108.96,157.73,20188.82,375,2,2,0,"Maddox, Turner and Adams",4.1
STEEL-5844,2025-06-07,Delhi,Spoons,Serving Spoon,23,191.93,340.87,7840.01,109,3,0,1,"Mejia, Walker and Jackson",3.5
STEEL-5845,2025-10-23,Mumbai,Forks,Dinner Fork,133,211.87,272.85,36289.18,258,5,1,0,Mejia and Sons,4.7
STEEL-5846,2024-08-12,Delhi,Spatulas,BBQ Spatula,128,79.23,125.8,16101.76,187,2,0,1,Miller Group,3.7
STEEL-5847,2024-06-23,Pune,Forks,Dinner Fork,138,295.86,581.47,80243.29,580,1,1,0,Jensen-Henderson,
STEEL-5848,2024-07-30,Mumbai,Plates,Round Plate,114,289.69,486.47,55457.19,313,3,2,1,Butler-Mills,2.9
STEEL-5849,2026-04-09,Mumbai,Bowls,Rice Bowl,92,156.05,192.99,17754.94,144,0,1,1,Gomez-Shaffer,4.7
STEEL-5850,2025-08-09,Mumbai,Bowls,Rice Bowl,100,194.75,393.0,39299.9,488,3,0,0,Parker Inc,3.2
STEEL-5851,2023-09-29,Delhi,Forks,Dinner Fork,111,220.73,432.44,48000.3,506,0,0,0,White Group,3.5
STEEL-5852,2024-07-21,Delhi,Knives,Butter Knife,139,260.57,612.19,85094.14,270,0,1,0,Franklin Group,3.2
STEEL-5853,2023-05-16,Ahmedabad,Plates,Thali Plate,49,84.03,146.44,7175.34,306,0,3,0,Terry Ltd,4.5
STEEL-5854,2024-03-17,Delhi,Plates,Thali Plate,14,261.39,389.0,5445.94,287,3,2,0,Vargas Group,4.0
STEEL-5855,2024-12-12,Pune,Forks,Fruit Fork,12,214.33,465.47,5585.65,165,5,0,1,"Serrano, Giles and Williams",
STEEL-5856,2025-01-09,Ahmedabad,Plates,Round Plate,105,131.84,268.97,28241.53,242,0,0,0,"Huber, Berg and Nunez",3.0
STEEL-5857,2023-06-13,Pune,Forks,Fruit Fork,99,22.92,35.99,3563.46,437,5,3,1,Wilson-Hubbard,4.4
STEEL-5858,2025-04-03,Pune,Glasses,Juice Glass,118,41.33,69.34,8182.4,542,3,2,0,Williamson-Osborn,4.4
STEEL-5859,2025-12-13,Pune,Glasses,Tall Glass,104,250.93,561.81,58428.23,187,4,3,0,"Garza, Jones and Boyd",3.6
STEEL-5860,2024-07-09,Mumbai,Forks,Fruit Fork,76,126.21,168.59,12812.66,267,5,2,0,"Meyer, Cherry and Wilkinson",3.9
STEEL-5861,2025-05-13,Delhi,Spoons,Tea Spoon,129,218.33,502.06,64765.85,366,4,0,1,Mccoy-Lopez,4.8
STEEL-5862,2023-06-30,Delhi,Forks,Fruit Fork,47,227.73,496.33,23327.51,221,4,2,0,"Jackson, Morales and Lutz",4.8
STEEL-5863,2024-10-15,Pune,Knives,Kitchen Knife,22,205.01,462.59,10176.97,229,2,2,1,"Brown, Good and Martin",4.2
STEEL-5864,2023-07-12,Hyderabad,Glasses,Water Glass,32,40.23,73.92,2365.38,531,2,1,0,"Perry, Downs and Baker",4.3
STEEL-5865,2025-12-08,Delhi,Forks,Fruit Fork,145,262.96,391.77,56806.74,434,3,1,1,"Barker, Ramirez and Simpson",4.2
STEEL-5866,2025-07-10,Pune,Spoons,Tea Spoon,87,219.72,351.19,30553.36,558,0,0,0,Robinson Inc,3.9
STEEL-5867,2024-07-31,Delhi,Knives,Fruit Knife,123,294.01,686.38,84424.5,229,0,2,1,"Banks, Newton and Edwards",3.8
STEEL-5868,2025-02-05,Pune,Plates,Steel Plate,135,200.38,347.67,46935.33,335,3,2,1,Pearson LLC,3.0
STEEL-5869,2025-03-02,Ahmedabad,Plates,Thali Plate,116,196.8,320.25,37148.69,478,1,0,1,Mcguire Ltd,4.5
STEEL-5870,2025-11-19,Pune,Bowls,Serving Bowl,133,174.5,340.01,45220.72,335,3,0,0,Davis Ltd,4.3
STEEL-5871,2025-10-09,Pune,Spatulas,Flat Spatula,58,95.28,230.13,13347.27,505,0,3,1,Thomas Group,3.9
STEEL-5872,2023-06-28,Delhi,Knives,Fruit Knife,119,257.41,582.15,69276.06,393,3,2,1,Smith and Sons,3.7
STEEL-5873,2025-06-14,Mumbai,Bowls,Soup Bowl,71,171.92,249.78,17734.62,139,2,2,1,"Frazier, Little and Smith",4.0
STEEL-5874,2023-12-03,Pune,Plates,Round Plate,14,59.02,71.2,996.87,282,4,0,1,Johnson-Jimenez,3.6
STEEL-5875,2024-03-02,Pune,Plates,Round Plate,70,89.18,179.69,12577.98,394,0,0,1,Johnson-Taylor,2.6
STEEL-5876,2024-04-25,Pune,Bowls,Rice Bowl,34,239.35,409.69,13929.5,180,1,1,0,"Christensen, Fletcher and Johnson",4.0
STEEL-5877,2025-10-31,Pune,Spatulas,BBQ Spatula,144,192.78,449.56,64736.82,336,3,0,0,Robles-Jackson,3.0
STEEL-5878,2024-09-02,Mumbai,Spoons,Dessert Spoon,105,223.24,423.63,44481.63,457,1,1,0,Moore and Sons,4.5
STEEL-5879,2024-07-02,Hyderabad,Knives,Fruit Knife,35,172.75,345.47,12091.56,526,4,2,1,Leonard PLC,2.7
STEEL-5880,2024-05-23,Mumbai,Plates,Thali Plate,62,218.13,495.97,30750.02,293,0,3,0,Evans Ltd,3.0
STEEL-5881,2024-08-23,Ahmedabad,Forks,Mini Fork,43,283.68,441.47,18983.0,232,0,3,1,Perez and Sons,2.9
STEEL-5882,2023-09-24,Mumbai,Spoons,Tea Spoon,88,20.04,31.75,2793.71,482,4,1,0,"Harris, Hendrix and Rocha",4.4
STEEL-5883,2025-06-06,Delhi,Knives,Fruit Knife,85,204.68,354.57,30138.55,466,5,1,1,Barry-Webb,3.6
STEEL-5884,2026-04-05,Hyderabad,Glasses,Juice Glass,62,279.28,378.62,23474.42,233,1,2,0,,4.2
STEEL-5885,2025-12-04,Pune,Plates,Thali Plate,148,155.77,344.04,50918.54,472,1,2,0,"Williams, May and Rogers",3.9
STEEL-5886,2023-07-25,Pune,Forks,Fruit Fork,32,233.11,539.35,17259.08,230,4,0,1,"Beck, Hernandez and Jordan",2.8
STEEL-5887,2023-07-01,Ahmedabad,Spatulas,Flat Spatula,118,272.36,396.91,46835.31,333,3,0,1,Mcmillan-Barrett,4.1
STEEL-5888,2026-03-17,Mumbai,Forks,Fruit Fork,73,159.79,243.39,17767.59,388,1,3,1,Hays-Love,3.3
STEEL-5889,2026-03-04,Pune,Bowls,Soup Bowl,28,45.59,109.66,3070.61,140,2,2,1,"Mills, Collins and Cruz",4.8
STEEL-5890,2024-06-04,Mumbai,Knives,Butter Knife,144,280.18,453.21,65262.11,330,1,2,1,Thomas-Rodriguez,4.8
STEEL-5891,2024-06-30,Mumbai,Spoons,Tea Spoon,146,260.49,542.63,79224.31,364,5,3,1,Mccall-Guerra,2.7
STEEL-5892,2025-07-22,Ahmedabad,Forks,Mini Fork,100,218.29,480.28,48028.17,402,2,1,1,Johnson-Roy,4.0
STEEL-5893,2025-04-09,Delhi,Spoons,Serving Spoon,121,126.21,215.78,26108.84,224,0,0,1,"Vega, Burns and Buckley",4.6
STEEL-5894,2023-11-29,Mumbai,Knives,Fruit Knife,138,223.6,278.44,38424.25,297,5,1,0,"Sharp, Jimenez and Hawkins",4.6
STEEL-5895,2024-10-11,Ahmedabad,Spoons,Tea Spoon,92,128.93,272.72,25090.57,263,5,0,1,"Kennedy, Matthews and Carrillo",3.7
STEEL-5896,2024-10-01,Ahmedabad,Glasses,Juice Glass,116,287.05,428.62,49719.53,491,2,0,1,Reyes-Green,3.8
STEEL-5897,2025-08-06,Ahmedabad,Knives,Butter Knife,73,107.23,188.4,13753.08,458,2,1,1,"Bowman, Frye and Johnston",4.6
STEEL-5898,2024-10-22,Pune,Forks,Dinner Fork,16,198.58,354.0,5663.93,400,5,0,0,Gallagher-Friedman,3.5
STEEL-5899,2024-04-21,Delhi,Bowls,Serving Bowl,17,77.98,152.42,2591.06,328,2,1,0,"Reyes, Williams and Harper",4.4
STEEL-5900,2025-05-16,Ahmedabad,Spoons,Dessert Spoon,110,241.73,431.34,47447.82,198,5,3,1,Elliott-Leblanc,4.0
STEEL-5901,2025-01-18,Pune,Knives,Fruit Knife,101,287.7,579.68,58547.69,558,2,3,1,Flores-Richards,4.0
STEEL-5902,2023-10-11,Hyderabad,Spoons,Dessert Spoon,115,273.75,446.68,51368.37,510,1,0,0,"Bond, Benitez and Thornton",3.2
STEEL-5903,2024-12-20,Ahmedabad,Knives,Butter Knife,94,289.94,351.94,33082.2,564,2,1,0,Fisher-Brown,4.4
STEEL-5904,2023-10-26,Pune,Spatulas,BBQ Spatula,111,278.94,592.19,65732.95,325,4,2,0,Williams Group,4.6
STEEL-5905,2025-05-06,Pune,Glasses,Water Glass,64,111.4,192.57,12324.46,295,1,0,0,Smith Ltd,2.5
STEEL-5906,2026-03-09,Mumbai,Bowls,Rice Bowl,85,276.74,644.64,54794.29,358,5,1,0,"Smith, Bowman and Rice",3.4
STEEL-5907,2024-11-17,Hyderabad,Knives,Kitchen Knife,91,128.25,303.66,27633.09,392,0,1,0,Payne and Sons,3.3
STEEL-5908,2023-10-19,Delhi,Glasses,Juice Glass,113,136.26,285.84,32299.48,491,2,2,1,Davis-Cabrera,4.5
STEEL-5909,2024-12-14,Pune,Spoons,Dessert Spoon,142,274.28,608.79,86447.52,435,2,0,0,Deleon and Sons,5.0
STEEL-5910,2023-11-08,Delhi,Forks,Dinner Fork,130,114.67,218.91,28458.31,399,2,3,1,"Hines, Morris and Kennedy",
STEEL-5911,2023-08-26,Pune,Spoons,Dessert Spoon,27,127.08,275.36,7434.69,274,5,3,1,Perkins-Miller,4.0
STEEL-5912,2024-08-09,Hyderabad,Spatulas,Cooking Spatula,67,218.68,425.6,28514.95,370,5,0,1,,2.9
STEEL-5913,2024-09-07,Delhi,Spatulas,Flat Spatula,54,84.91,210.16,11348.83,417,5,0,0,Jimenez PLC,3.3
STEEL-5914,2023-12-19,Pune,Knives,Kitchen Knife,124,35.44,63.67,7894.85,344,1,3,0,Anderson Group,4.5
STEEL-5915,2024-05-07,Delhi,Glasses,Juice Glass,102,294.54,694.84,70873.3,303,5,2,1,"Duffy, Barker and Massey",4.6
STEEL-5916,2024-02-04,Mumbai,Bowls,Serving Bowl,69,78.53,161.45,11140.12,174,1,1,1,Allen PLC,3.6
STEEL-5917,2024-07-10,Hyderabad,Knives,Fruit Knife,120,270.66,636.46,76374.88,322,3,2,0,"Anderson, Waller and Zhang",4.0
STEEL-5918,2026-01-18,Pune,Forks,Dinner Fork,130,206.89,499.13,64886.32,582,4,0,0,Thomas-Clark,2.5
STEEL-5919,2025-09-06,Pune,Knives,Kitchen Knife,81,61.8,102.5,8302.54,440,5,3,1,Pruitt-Mcknight,4.8
STEEL-5920,2024-01-15,Delhi,Spatulas,BBQ Spatula,20,131.55,240.63,4812.61,336,0,2,0,,3.5
STEEL-5921,2024-03-14,Ahmedabad,Glasses,Tall Glass,27,145.47,327.81,8850.9,489,3,0,1,Harrington and Sons,3.9
STEEL-5922,2024-05-09,Pune,Forks,Mini Fork,57,151.56,297.36,16949.68,480,5,2,1,,3.2
STEEL-5923,2024-11-11,Mumbai,Spoons,Serving Spoon,20,57.39,70.34,1406.9,226,0,3,0,Allen-Tran,4.7
STEEL-5924,2025-12-31,Delhi,Forks,Dinner Fork,80,257.96,453.93,36314.12,471,4,3,1,"Peterson, Ball and Moore",2.9
STEEL-5925,2024-01-20,Pune,Bowls,Soup Bowl,82,160.05,238.28,19538.71,212,4,0,0,Manning Ltd,3.9
STEEL-5926,2025-05-21,Hyderabad,Knives,Butter Knife,143,15.45,32.65,4669.1,257,3,1,0,"Olsen, Cain and Crawford",2.6
STEEL-5927,2024-03-12,Ahmedabad,Spoons,Serving Spoon,7,61.26,110.11,770.77,487,5,1,1,Washington-Flynn,3.0
STEEL-5928,2025-11-08,Delhi,Knives,Kitchen Knife,131,231.29,546.76,71625.57,396,3,1,0,Erickson Ltd,3.1
STEEL-5929,2026-01-21,Mumbai,Plates,Steel Plate,123,28.16,68.73,8454.13,501,3,1,1,Wade-Howard,3.2
STEEL-5930,2024-03-22,Mumbai,Bowls,Rice Bowl,65,99.21,226.58,14727.67,239,2,2,1,Patrick-Gomez,4.7
STEEL-5931,2026-04-25,Mumbai,Plates,Steel Plate,123,223.45,276.13,33964.36,272,1,2,0,Lopez-White,4.8
STEEL-5932,2023-06-22,Delhi,Plates,Steel Plate,34,192.46,439.65,14948.12,236,5,0,1,Marquez Inc,3.4
STEEL-5933,2025-12-24,Delhi,Knives,Kitchen Knife,61,286.51,517.8,31585.81,232,4,0,1,Morris-Miller,
STEEL-5934,2023-07-29,Ahmedabad,Plates,Thali Plate,46,129.54,201.84,9284.58,207,0,1,0,Scott-Gilbert,4.0
STEEL-5935,2025-12-18,Delhi,Forks,Mini Fork,21,43.79,89.7,1883.66,359,3,3,0,Thomas PLC,3.9
STEEL-5936,2024-07-22,Delhi,Spoons,Serving Spoon,122,284.55,391.97,47820.22,502,3,2,0,Lee-Giles,2.6
STEEL-5937,2025-04-11,Mumbai,Spatulas,BBQ Spatula,118,107.89,231.36,27300.36,364,0,0,1,Parker-Boyer,4.2
STEEL-5938,2026-02-19,Pune,Spoons,Tea Spoon,63,269.53,372.37,23459.17,520,0,2,1,"Willis, Pena and Elliott",4.9
STEEL-5939,2025-06-04,Ahmedabad,Knives,Kitchen Knife,145,111.02,215.73,31280.33,339,1,3,0,"Richardson, Shannon and Gilmore",
STEEL-5940,2024-03-31,Mumbai,Knives,Kitchen Knife,15,49.9,75.7,1135.43,213,1,0,0,Ingram Ltd,3.4
STEEL-5941,2023-10-08,Pune,Spoons,Tea Spoon,77,166.87,344.88,26556.12,193,3,3,1,Soto-Gutierrez,4.8
STEEL-5942,2025-08-22,Hyderabad,Forks,Dinner Fork,123,253.21,421.85,51887.3,501,3,1,1,Clayton Group,3.6
STEEL-5943,2025-11-11,Hyderabad,Forks,Fruit Fork,11,126.46,187.72,2064.94,106,2,2,0,Miller LLC,4.7
STEEL-5944,2023-09-23,Hyderabad,Glasses,Tall Glass,82,168.92,305.54,25054.27,257,0,1,1,"Kim, Fernandez and Salinas",3.1
STEEL-5945,2024-07-21,Mumbai,Spatulas,Flat Spatula,58,117.16,206.93,12001.69,273,5,2,1,"Anderson, Bowman and Stanley",4.6
STEEL-5946,2025-09-01,Pune,Bowls,Rice Bowl,54,108.75,215.68,11646.89,113,3,1,1,"Eaton, Johnson and Porter",4.4
STEEL-5947,2025-09-30,Delhi,Plates,Round Plate,78,182.98,350.18,27313.77,323,2,1,0,Taylor PLC,3.3
STEEL-5948,2025-12-13,Ahmedabad,Spoons,Dessert Spoon,40,75.02,98.63,3945.11,202,2,2,1,Arellano Ltd,4.2
STEEL-5949,2025-04-28,Mumbai,Spatulas,BBQ Spatula,35,118.33,188.04,6581.35,306,1,1,0,Dickerson PLC,4.3
STEEL-5950,2026-04-08,Hyderabad,Forks,Mini Fork,38,223.29,496.49,18866.62,123,4,3,1,Sherman-Chen,4.1
STEEL-5951,2024-08-18,Pune,Bowls,Soup Bowl,74,145.67,294.98,21828.78,333,3,3,1,"Reid, David and Tucker",2.9
STEEL-5952,2023-09-29,Pune,Glasses,Tall Glass,115,209.71,314.28,36141.83,248,2,0,1,Jenkins-Oconnor,3.1
STEEL-5953,2024-08-21,Delhi,Knives,Fruit Knife,73,82.23,177.83,12981.7,309,2,3,1,Pierce Ltd,3.8
STEEL-5954,2025-06-09,Delhi,Plates,Round Plate,87,137.8,257.62,22413.29,204,5,0,0,Rose Group,3.5
STEEL-5955,2026-01-29,Pune,Spatulas,Cooking Spatula,60,133.7,216.27,12976.24,499,3,0,1,Walters LLC,3.7
STEEL-5956,2023-07-07,Delhi,Bowls,Soup Bowl,127,96.68,211.22,26824.54,565,1,2,0,"Marshall, Riley and Williams",4.1
STEEL-5957,2025-08-01,Mumbai,Knives,Butter Knife,140,91.87,186.3,26081.9,237,4,3,1,,3.9
STEEL-5958,2023-06-12,Delhi,Knives,Kitchen Knife,49,198.4,352.88,17290.99,197,2,2,0,"Mason, Wilson and Thomas",4.7
STEEL-5959,2026-04-25,Pune,Glasses,Tall Glass,119,287.41,448.91,53419.82,417,0,0,0,Johnson LLC,3.6
STEEL-5960,2025-03-07,Hyderabad,Knives,Fruit Knife,23,189.28,287.14,6604.13,469,5,3,0,Herman PLC,4.0
STEEL-5961,2025-08-14,Ahmedabad,Glasses,Tall Glass,94,220.87,510.72,48007.8,241,5,3,0,"White, Jacobs and Lopez",3.3
STEEL-5962,2025-10-05,Pune,Forks,Fruit Fork,143,181.13,304.81,43587.43,448,4,3,1,Dickson-Brown,2.9
STEEL-5963,2025-05-25,Ahmedabad,Spoons,Serving Spoon,30,26.5,38.69,1160.7,308,3,1,0,Mendez Inc,
STEEL-5964,2023-06-23,Ahmedabad,Spatulas,Cooking Spatula,98,239.69,380.02,37242.19,155,1,1,0,"Stewart, Peterson and Becker",3.6
STEEL-5965,2025-10-02,Ahmedabad,Spatulas,Cooking Spatula,87,57.24,70.96,6173.13,213,2,2,1,Chaney-Li,3.5
STEEL-5966,2024-08-07,Hyderabad,Knives,Butter Knife,120,209.13,486.68,58401.94,536,0,2,0,"Cannon, Willis and Baker",2.8
STEEL-5967,2024-03-18,Delhi,Glasses,Juice Glass,47,187.58,456.99,21478.44,504,0,0,0,Moran-Burns,2.9
STEEL-5968,2024-04-25,Mumbai,Plates,Steel Plate,70,138.99,192.09,13446.5,246,0,1,1,"Stephenson, Wright and Rojas",3.9
STEEL-5969,2024-10-13,Hyderabad,Bowls,Soup Bowl,102,30.19,60.35,6155.61,382,3,3,1,"Johnston, Young and Meyer",2.8
STEEL-5970,2025-05-06,Hyderabad,Knives,Kitchen Knife,61,264.82,351.06,21414.59,397,3,3,0,"Cordova, Smith and Miller",3.3
STEEL-5971,2023-07-15,Mumbai,Forks,Dinner Fork,20,190.04,261.03,5220.59,439,4,3,0,Barnett LLC,4.1
STEEL-5972,2023-05-03,Hyderabad,Forks,Fruit Fork,57,183.66,404.17,23037.79,293,0,3,0,Cummings Inc,4.8
STEEL-5973,2025-02-28,Ahmedabad,Bowls,Soup Bowl,29,223.88,505.2,14650.69,308,1,2,0,"Hall, Barker and Parker",2.9
STEEL-5974,2025-09-11,Delhi,Bowls,Rice Bowl,81,269.7,475.28,38498.05,318,3,0,1,Hernandez Group,3.5
STEEL-5975,2024-07-20,Mumbai,Spoons,Serving Spoon,135,122.48,183.02,24707.54,321,0,2,0,Gray-Lawrence,
STEEL-5976,2024-12-01,Mumbai,Glasses,Tall Glass,114,157.08,286.34,32643.01,297,2,2,1,"West, Young and Bradford",3.5
STEEL-5977,2024-01-05,Mumbai,Forks,Dinner Fork,128,270.91,632.89,81010.0,594,1,3,1,"Patel, Williams and Mclaughlin",3.3
STEEL-5978,2023-07-13,Delhi,Spoons,Tea Spoon,58,113.75,157.3,9123.53,237,0,1,0,"Padilla, Poole and Rowe",3.6
STEEL-5979,2025-05-28,Delhi,Spoons,Tea Spoon,124,257.93,349.3,43313.29,228,0,1,1,"Smith, Bowman and Strickland",3.9
STEEL-5980,2026-03-28,Delhi,Forks,Dinner Fork,51,155.66,266.69,13601.4,491,5,0,1,Brown-Porter,3.4
STEEL-5981,2024-07-30,Hyderabad,Plates,Round Plate,107,230.68,441.82,47274.85,483,3,0,1,Joseph-Gutierrez,
STEEL-5982,2025-08-10,Ahmedabad,Spoons,Serving Spoon,131,298.19,470.73,61665.61,450,1,2,0,,3.4
STEEL-5983,2023-05-24,Delhi,Glasses,Juice Glass,117,260.86,426.24,49870.17,293,3,3,1,Hubbard-Peck,4.6
STEEL-5984,2024-01-01,Pune,Forks,Dinner Fork,101,274.35,549.05,55453.88,577,2,0,0,Patton-Sanchez,4.0
STEEL-5985,2023-12-15,Hyderabad,Forks,Mini Fork,22,38.06,62.91,1384.06,503,5,2,0,,3.9
STEEL-5986,2024-06-30,Hyderabad,Knives,Fruit Knife,80,232.7,400.94,32075.07,385,4,3,0,Rivers-Evans,3.8
STEEL-5987,2025-10-08,Pune,Bowls,Soup Bowl,48,185.19,226.98,10894.87,381,0,2,1,"Wilson, Phillips and Sutton",4.7
STEEL-5988,2024-08-02,Hyderabad,Forks,Fruit Fork,15,187.23,397.21,5958.16,172,5,3,1,White Group,3.8
STEEL-5989,2024-10-23,Hyderabad,Glasses,Juice Glass,80,103.65,201.65,16131.75,302,1,1,0,Jackson Ltd,3.2
STEEL-5990,2023-12-30,Hyderabad,Spatulas,Flat Spatula,47,275.87,500.57,23526.73,538,4,2,1,"Robinson, Moore and Anderson",4.5
STEEL-5991,2025-03-20,Mumbai,Forks,Dinner Fork,141,69.64,129.45,18252.47,491,4,3,1,Higgins Ltd,4.3
STEEL-5992,2025-01-14,Ahmedabad,Spatulas,Cooking Spatula,133,286.56,458.07,60923.35,297,4,0,0,Bell-Johnson,4.0
STEEL-5993,2023-10-02,Hyderabad,Spatulas,Cooking Spatula,41,257.86,454.58,18637.66,270,2,3,1,Cantrell Ltd,2.8
STEEL-5994,2023-06-03,Ahmedabad,Spoons,Dessert Spoon,90,183.39,223.91,20151.51,287,2,0,1,Lawson LLC,3.3
STEEL-5995,2025-04-06,Mumbai,Bowls,Soup Bowl,41,48.15,68.65,2814.49,303,3,1,0,Lloyd LLC,2.6
STEEL-5996,2025-07-30,Hyderabad,Plates,Thali Plate,62,123.02,172.4,10689.01,406,4,3,1,Bernard and Sons,2.7
STEEL-5997,2025-12-11,Pune,Plates,Steel Plate,148,250.41,439.46,65040.24,308,4,2,1,Douglas Group,
STEEL-5998,2026-04-16,Delhi,Spoons,Serving Spoon,109,100.41,239.62,26118.66,383,5,1,0,"Martin, Brown and Johnson",5.0
STEEL-5999,2024-02-20,Delhi,Glasses,Water Glass,45,276.15,687.35,30930.72,267,5,2,1,"Ortega, Rocha and Miller",4.1
STEEL-6000,2023-05-01,Delhi,Bowls,Serving Bowl,77,212.09,273.66,21071.81,279,2,3,1,Howard-Terry,3.6
STEEL-6001,2025-05-31,Hyderabad,Spoons,Dessert Spoon,54,126.45,167.73,9057.4,543,2,2,0,"Wise, Sparks and Wallace",3.5
STEEL-6002,2023-12-18,Ahmedabad,Bowls,Soup Bowl,9,240.81,570.54,5134.86,503,1,1,1,Cuevas-Phillips,2.8
STEEL-6003,2024-01-17,Hyderabad,Glasses,Juice Glass,101,210.82,512.64,51776.25,331,2,0,0,Knapp LLC,2.8
STEEL-6004,2025-06-01,Pune,Forks,Mini Fork,83,229.92,309.16,25660.44,232,0,0,0,Pierce PLC,3.2
STEEL-6005,2024-01-30,Delhi,Spoons,Tea Spoon,107,195.38,268.76,28757.19,548,0,3,0,Singleton-Jones,5.0
STEEL-6006,2024-08-14,Delhi,Glasses,Tall Glass,25,190.33,353.02,8825.59,309,0,1,0,Osborne-Irwin,4.0
STEEL-6007,2023-08-07,Pune,Spatulas,Flat Spatula,95,105.13,177.18,16832.24,257,0,0,1,Murphy and Sons,4.5
STEEL-6008,2025-12-06,Delhi,Glasses,Juice Glass,30,95.6,178.46,5353.71,375,3,1,1,Elliott-Clark,4.3
STEEL-6009,2024-04-19,Hyderabad,Spatulas,Cooking Spatula,31,67.54,124.3,3853.34,237,5,3,0,Howard-Robinson,3.5
STEEL-6010,2024-10-07,Mumbai,Forks,Fruit Fork,65,244.22,575.25,37391.49,408,0,0,0,Weaver-Henry,3.2
STEEL-6011,2023-08-21,Ahmedabad,Plates,Steel Plate,69,52.7,80.51,5554.88,403,3,0,1,Hansen-Benton,4.5
STEEL-6012,2025-01-15,Hyderabad,Forks,Fruit Fork,98,263.3,440.27,43146.5,469,3,0,0,Davis Ltd,2.7
