transaction_id,date,region,category,product_name,units_sold,cost_price,selling_price,revenue,inventory_level,ordered_stock,promotion,return_count,supplier_delay_days,customer_rating,damaged_stock
DIY-10672,2022-05-03,East,Hardware,Drill Bits,19,871.37,981.72,18652.76,979,998,1,2,10.0,3.5,7
DIY-10673,2023-08-22,West,Home Decor,Plant Pot,46,232.7,651.16,29953.34,666,712,0,6,14.0,3.5,6
DIY-10674,2025-11-04,North,Electrical,Bulb,71,759.07,1147.55,81475.83,583,654,0,2,0.0,2.4,9
DIY-10675,2026-04-16,South,Hardware,Drill Bits,55,65.37,104.52,5748.86,881,936,1,0,3.0,2.1,1
DIY-10676,2023-03-29,West,Cleaning,Cleaning Spray,5,210.72,270.09,1350.47,834,839,1,0,9.0,4.9,2
DIY-10677,2023-12-14,West,Cleaning,Bucket,8,697.51,1568.97,12551.77,902,910,0,0,7.0,4.9,1
DIY-10678,2022-07-29,South,Hardware,Tape Measure,43,210.98,647.31,27834.38,398,441,0,4,18.0,3.5,8
DIY-10679,2022-09-23,South,Cleaning,Mop,53,622.23,1659.11,87932.9,148,201,1,2,20.0,3.7,7
DIY-10680,2022-07-10,South,Home Decor,Wall Frame,10,307.26,385.25,3852.5,785,795,0,7,11.0,2.7,5
DIY-10681,2025-09-24,East,Kitchen,Storage Box,29,523.39,1543.89,44772.77,516,545,0,1,,4.4,0
DIY-10682,2024-02-25,South,Cleaning,Bucket,74,392.35,580.45,42953.55,876,950,1,5,24.0,4.4,1
DIY-10683,2023-10-27,West,Electrical,Bulb,54,374.73,818.43,44195.0,291,345,0,0,2.0,,3
DIY-10684,2024-03-08,South,Home Decor,Curtains,36,959.77,2695.25,97029.05,428,464,1,3,11.0,2.1,1
DIY-10685,2024-03-06,South,Cleaning,Brush,53,789.0,1416.12,75054.4,83,136,1,1,4.0,4.0,1
DIY-10686,2022-07-11,West,Stationery,Notebook,24,739.88,1800.25,43205.98,372,396,0,6,2.0,3.2,3
DIY-10687,2023-06-04,South,Home Decor,Wall Frame,97,358.31,802.8,77871.27,244,341,0,5,,3.5,11
DIY-10688,2026-01-17,East,Stationery,Notebook,36,751.58,1874.0,67464.11,906,942,0,5,20.0,3.9,10
DIY-10689,2023-11-10,East,Kitchen,Storage Box,7,262.98,819.02,5733.14,927,934,0,2,7.0,4.2,8
DIY-10690,2025-03-30,East,Electrical,Battery,52,654.44,898.55,46724.69,5,57,1,5,14.0,2.6,1
DIY-10691,2026-04-18,East,Cleaning,Brush,76,694.17,1671.06,127000.34,34,110,1,5,14.0,4.8,4
DIY-10692,2023-08-13,West,Home Decor,Curtains,93,78.6,142.82,13282.47,702,795,1,7,11.0,4.6,7
DIY-10693,2023-11-13,East,Hardware,Tape Measure,67,860.7,2547.38,170674.3,42,109,0,4,8.0,2.9,8
DIY-10694,2025-02-18,East,Hardware,Tape Measure,21,388.78,807.13,16949.8,232,253,1,4,5.0,4.1,7
DIY-10695,2023-11-18,South,Hardware,Drill Bits,83,908.14,1438.81,119421.56,860,943,1,2,20.0,3.3,2
DIY-10696,2022-11-06,North,Cleaning,Bucket,83,149.02,246.6,20467.41,441,524,0,0,23.0,3.0,4
DIY-10697,2022-12-30,South,Hardware,Screwdriver,50,997.89,3274.44,163721.75,609,659,0,0,15.0,3.2,2
DIY-10698,2025-06-19,East,Kitchen,Knife Set,78,430.69,820.21,63976.17,890,968,1,6,24.0,2.1,0
DIY-10699,2024-07-02,West,Hardware,Screwdriver,3,622.86,1386.88,4160.64,83,86,0,2,11.0,2.6,3
DIY-10700,2023-09-14,East,Home Decor,LED Light,71,117.39,225.19,15988.8,123,194,1,4,11.0,2.4,2
DIY-10701,2024-10-19,East,Stationery,Notebook,86,33.05,60.57,5208.72,137,223,0,6,2.0,2.1,9
DIY-10702,2023-06-28,South,Stationery,Marker,90,387.19,755.32,67978.83,46,136,1,0,16.0,2.1,8
DIY-10703,2024-05-05,North,Hardware,Hammer,85,715.94,1848.51,157123.61,436,521,0,4,15.0,4.5,6
DIY-10704,2024-05-22,East,Cleaning,Mop,49,385.96,623.21,30537.29,178,227,0,4,0.0,2.4,3
DIY-10705,2025-07-06,North,Hardware,Drill Bits,49,500.82,826.46,40496.46,56,105,1,2,0.0,,6
DIY-10706,2025-10-27,North,Hardware,Tape Measure,94,357.37,803.0,75482.36,347,441,1,3,22.0,,7
DIY-10707,2025-04-14,West,Stationery,Notebook,7,541.53,1485.35,10397.45,891,898,1,4,5.0,3.5,11
DIY-10708,2024-01-19,West,Cleaning,Bucket,49,894.94,1049.47,51423.93,50,99,0,0,,3.9,7
DIY-10709,2024-11-22,West,Home Decor,Plant Pot,41,897.65,1597.64,65503.4,235,276,1,1,3.0,4.2,8
DIY-10710,2025-06-27,South,Kitchen,Storage Box,78,394.24,721.69,56291.54,822,900,1,7,9.0,4.0,4
DIY-10711,2025-04-06,East,Electrical,Battery,36,260.58,799.88,28795.59,223,259,0,0,8.0,2.6,6
DIY-10712,2024-05-26,East,Stationery,Stapler,68,415.16,869.44,59121.63,8,76,0,6,0.0,2.0,10
DIY-10713,2023-04-23,West,Electrical,Battery,49,893.38,1320.87,64722.65,746,795,0,2,13.0,2.0,9
DIY-10714,2022-12-26,South,Home Decor,LED Light,24,583.5,1685.84,40460.15,282,306,0,4,20.0,3.0,5
DIY-10715,2022-05-15,West,Electrical,Wire,20,746.48,919.24,18384.76,603,623,1,5,1.0,2.7,2
DIY-10716,2023-12-13,North,Stationery,Pen Set,97,779.89,1045.2,101384.07,698,795,0,5,23.0,2.9,4
DIY-10717,2025-12-14,North,Home Decor,LED Light,80,606.28,933.26,74660.4,282,362,1,7,2.0,4.1,5
DIY-10718,2022-09-03,West,Stationery,Marker,2,734.56,860.74,1721.47,843,845,0,0,16.0,2.2,9
DIY-10719,2023-11-24,North,Kitchen,Knife Set,63,980.28,1689.56,106442.23,419,482,1,5,3.0,4.1,11
DIY-10720,2024-09-18,South,Stationery,Stapler,72,969.15,1743.53,125534.42,19,91,0,4,4.0,2.3,3
DIY-10721,2023-01-20,South,Stationery,Marker,93,200.6,423.05,39343.88,304,397,0,1,17.0,4.2,2
DIY-10722,2023-12-25,North,Home Decor,LED Light,85,556.24,623.06,52960.52,50,135,1,0,12.0,3.8,5
DIY-10723,2025-06-06,South,Electrical,Battery,91,943.98,2566.79,233577.45,713,804,1,0,16.0,3.9,2
DIY-10724,2024-09-13,North,Hardware,Tape Measure,53,882.88,1962.38,104006.04,792,845,0,2,2.0,3.1,5
DIY-10725,2022-11-28,West,Hardware,Hammer,80,416.26,575.12,46009.71,404,484,0,7,2.0,2.1,10
DIY-10726,2022-11-10,East,Kitchen,Bottle,50,118.48,147.35,7367.64,654,704,0,5,7.0,4.8,10
DIY-10727,2026-03-21,North,Cleaning,Cleaning Spray,10,364.57,480.58,4805.84,609,619,0,7,12.0,2.8,11
DIY-10728,2023-08-11,South,Stationery,Notebook,74,800.62,2005.01,148370.56,198,272,1,0,11.0,2.7,3
DIY-10729,2023-10-11,West,Electrical,Battery,40,786.01,1941.71,77668.55,71,111,1,4,4.0,4.6,2
DIY-10730,2022-07-28,East,Hardware,Tape Measure,55,337.24,735.42,40447.97,502,557,0,2,24.0,3.4,4
DIY-10731,2024-08-11,East,Electrical,Wire,50,503.83,1121.46,56073.16,656,706,1,7,22.0,4.4,6
DIY-10732,2023-09-04,North,Home Decor,LED Light,40,625.31,996.24,39849.44,617,657,0,7,5.0,2.9,1
DIY-10733,2025-09-15,North,Home Decor,LED Light,91,979.6,1851.14,168453.3,458,549,0,2,16.0,4.1,0
DIY-10734,2024-02-19,East,Cleaning,Cleaning Spray,74,170.28,182.02,13469.21,445,519,1,5,20.0,3.8,0
DIY-10735,2026-02-22,West,Home Decor,Wall Frame,38,724.04,2013.79,76523.89,339,377,0,6,21.0,,3
DIY-10736,2022-11-24,South,Kitchen,Tray,87,438.24,1159.9,100910.97,589,676,0,4,20.0,4.0,1
DIY-10737,2025-12-27,South,Hardware,Hammer,23,157.32,298.35,6862.1,359,382,0,1,4.0,3.3,11
DIY-10738,2024-10-18,West,Hardware,Drill Bits,41,312.45,1085.42,44502.18,797,838,0,1,10.0,3.2,7
DIY-10739,2023-11-28,North,Home Decor,Plant Pot,43,772.5,2307.28,99213.05,853,896,1,7,1.0,2.9,8
DIY-10740,2025-04-16,West,Electrical,Battery,47,210.02,582.84,27393.62,417,464,0,0,19.0,2.4,10
DIY-10741,2024-11-29,North,Electrical,Wire,47,345.41,1031.81,48495.24,688,735,0,7,0.0,4.1,1
DIY-10742,2023-11-04,East,Hardware,Hammer,81,95.52,234.89,19026.35,432,513,0,1,2.0,4.1,6
DIY-10743,2024-02-16,East,Hardware,Screwdriver,98,313.0,540.18,52937.66,71,169,1,4,2.0,3.9,3
DIY-10744,2025-09-27,East,Electrical,Wire,61,436.19,509.57,31083.49,43,104,1,3,15.0,2.7,3
DIY-10745,2024-08-02,West,Hardware,Screwdriver,6,72.3,143.19,859.14,286,292,1,1,16.0,3.4,10
DIY-10746,2025-01-10,North,Kitchen,Storage Box,90,487.18,1108.65,99778.25,264,354,0,3,9.0,4.8,6
DIY-10747,2024-04-18,North,Electrical,Wire,32,62.64,95.14,3044.63,790,822,0,7,6.0,4.6,7
DIY-10748,2023-08-27,South,Stationery,Notebook,30,89.99,142.35,4270.64,624,654,0,1,0.0,3.9,11
DIY-10749,2023-04-29,West,Electrical,Extension Board,65,192.68,464.51,30193.4,769,834,1,7,13.0,4.3,6
DIY-10750,2025-04-16,West,Home Decor,LED Light,68,151.21,282.28,19195.31,100,168,1,6,5.0,4.8,10
DIY-10751,2023-02-10,South,Kitchen,Knife Set,82,974.38,2079.72,170537.41,682,764,1,2,10.0,4.5,9
DIY-10752,2024-03-03,East,Stationery,Pen Set,62,483.84,1116.28,69209.57,692,754,0,6,0.0,4.5,10
DIY-10753,2023-05-28,East,Kitchen,Storage Box,61,441.05,924.91,56419.42,-3,58,0,4,21.0,4.2,11
DIY-10754,2025-06-24,South,Hardware,Drill Bits,22,666.49,1345.61,29603.43,926,948,1,0,0.0,5.0,0
DIY-10755,2023-06-20,West,Hardware,Screwdriver,57,259.45,677.52,38618.71,179,236,0,6,14.0,4.0,10
DIY-10756,2025-04-10,West,Home Decor,Curtains,62,863.76,1145.73,71035.08,166,228,1,7,12.0,2.7,4
DIY-10757,2022-12-03,East,Electrical,Battery,16,861.52,1363.64,21818.18,282,298,0,1,14.0,2.1,7
DIY-10758,2025-02-11,North,Home Decor,LED Light,5,78.36,132.04,660.21,471,476,1,1,14.0,3.5,4
DIY-10759,2024-08-10,East,Electrical,Bulb,54,755.3,1736.36,93763.24,478,532,0,3,7.0,4.1,11
DIY-10760,2025-10-14,South,Home Decor,Plant Pot,97,247.22,717.57,69604.31,756,853,0,1,4.0,4.0,5
DIY-10761,2023-03-21,West,Kitchen,Tray,32,133.35,364.7,11670.5,917,949,0,6,19.0,4.5,4
DIY-10762,2025-04-06,South,Cleaning,Brush,89,412.33,747.4,66518.83,883,972,1,1,6.0,4.6,6
DIY-10763,2022-05-02,North,Hardware,Hammer,42,708.81,2030.12,85265.19,954,996,1,2,14.0,2.2,8
DIY-10764,2025-08-29,East,Stationery,Notebook,6,889.95,2443.88,14663.27,890,896,1,2,11.0,2.2,1
DIY-10765,2026-03-08,North,Cleaning,Mop,37,334.01,413.83,15311.63,884,921,1,4,15.0,3.7,0
DIY-10766,2025-11-19,West,Kitchen,Tray,40,162.23,383.67,15346.94,866,906,1,6,3.0,4.9,8
DIY-10767,2024-03-30,East,Cleaning,Brush,1,999.78,1566.82,1566.82,194,195,1,3,22.0,3.4,2
DIY-10768,2024-09-24,South,Electrical,Extension Board,64,395.92,1184.89,75833.08,870,934,0,1,4.0,2.5,4
DIY-10769,2024-04-28,South,Cleaning,Brush,35,474.18,1446.75,50636.12,107,142,0,1,2.0,3.2,8
DIY-10770,2022-09-24,East,Kitchen,Knife Set,85,889.17,2411.91,205012.09,312,397,1,7,21.0,3.5,9
DIY-10771,2024-01-17,North,Stationery,Stapler,23,665.83,1485.86,34174.83,343,366,0,3,3.0,4.8,7
DIY-10772,2024-11-29,East,Stationery,Pen Set,54,381.56,476.17,25712.95,201,255,1,7,1.0,4.4,5
DIY-10773,2022-10-18,West,Home Decor,Wall Frame,70,551.73,1911.38,133796.69,257,327,0,1,17.0,4.3,0
DIY-10774,2025-01-09,North,Cleaning,Brush,42,84.6,160.94,6759.51,409,451,0,2,21.0,3.7,11
DIY-10775,2023-03-12,West,Electrical,Extension Board,5,910.82,1996.19,9980.94,248,253,1,7,19.0,3.8,8
DIY-10776,2023-07-02,West,Cleaning,Mop,94,906.1,888.27,83497.54,161,255,1,6,14.0,4.6,5
DIY-10777,2023-05-20,North,Hardware,Hammer,52,313.35,383.28,19930.5,871,923,1,1,9.0,3.5,2
DIY-10778,2023-08-01,South,Home Decor,Wall Frame,85,914.79,2544.42,216275.55,893,978,0,0,1.0,3.8,9
DIY-10779,2025-07-14,West,Kitchen,Bottle,80,264.36,596.48,47718.05,441,521,1,1,12.0,3.6,7
DIY-10780,2025-11-09,North,Hardware,Hammer,39,717.05,966.86,37707.38,55,94,1,5,11.0,4.3,11
DIY-10781,2025-11-11,East,Stationery,Stapler,49,411.56,850.86,41692.21,619,668,1,0,17.0,4.1,7
DIY-10782,2023-10-04,South,Electrical,Battery,2,894.23,1108.57,2217.15,54,56,1,0,2.0,2.6,7
DIY-10783,2023-10-27,East,Home Decor,Wall Frame,39,499.38,974.5,38005.61,499,538,1,7,5.0,3.9,4
DIY-10784,2022-08-15,South,Kitchen,Knife Set,75,738.03,2292.04,171902.71,374,449,0,5,7.0,3.2,1
DIY-10785,2026-03-28,East,Kitchen,Knife Set,40,283.56,383.85,15354.01,831,871,0,2,0.0,4.8,3
DIY-10786,2026-03-15,North,Home Decor,LED Light,8,721.28,1921.41,15371.24,755,763,1,4,18.0,3.3,0
DIY-10787,2025-03-10,North,Electrical,Battery,41,934.53,3258.97,133617.94,128,169,0,1,13.0,2.7,11
DIY-10788,2023-05-10,West,Electrical,Extension Board,64,837.99,2413.08,154436.85,221,285,0,4,18.0,4.6,7
DIY-10789,2024-11-24,North,Stationery,Notebook,84,406.59,504.73,42397.27,486,570,0,2,11.0,4.1,11
DIY-10790,2023-03-11,West,Electrical,Bulb,60,133.54,312.72,18763.29,717,777,0,6,12.0,2.9,7
DIY-10791,2024-02-07,East,Hardware,Hammer,33,622.22,1996.63,65888.8,878,911,1,4,17.0,2.2,10
DIY-10792,2024-09-12,East,Stationery,Pen Set,3,387.79,1273.64,3820.91,680,683,0,1,24.0,3.3,8
DIY-10793,2024-01-03,South,Kitchen,Bottle,8,481.12,866.68,6933.44,638,646,0,1,7.0,3.1,4
DIY-10794,2023-06-30,West,Kitchen,Knife Set,17,110.58,317.18,5391.98,843,860,0,5,13.0,2.3,9
DIY-10795,2025-08-01,West,Hardware,Tape Measure,50,87.96,216.76,10838.16,42,92,1,7,7.0,3.6,5
DIY-10796,2022-09-16,North,Cleaning,Bucket,37,552.21,1716.97,63527.86,659,696,0,4,1.0,3.1,5
DIY-10797,2024-09-05,West,Electrical,Bulb,53,382.19,1080.39,57260.54,942,995,0,1,20.0,,11
DIY-10798,2024-04-28,South,Electrical,Wire,57,485.72,1043.99,59507.37,812,869,1,1,13.0,4.9,3
DIY-10799,2024-02-12,North,Stationery,Notebook,66,225.08,607.07,40066.66,763,829,0,0,5.0,4.9,6
DIY-10800,2024-01-14,East,Electrical,Battery,72,317.88,1087.83,78323.69,216,288,0,2,23.0,3.5,1
DIY-10801,2024-03-07,West,Kitchen,Bottle,8,425.91,607.09,4856.74,825,833,0,7,2.0,2.8,6
DIY-10802,2024-12-09,East,Cleaning,Cleaning Spray,36,760.07,944.24,33992.56,36,72,1,0,8.0,4.2,7
DIY-10803,2022-11-15,North,Cleaning,Cleaning Spray,88,169.03,572.35,50367.21,221,309,0,0,0.0,4.0,10
DIY-10804,2025-11-10,South,Home Decor,LED Light,49,220.67,422.08,20682.03,192,241,1,0,24.0,2.9,9
DIY-10805,2022-09-18,North,Cleaning,Cleaning Spray,98,625.38,792.17,77632.24,763,861,0,3,21.0,2.4,10
DIY-10806,2022-10-11,East,Stationery,Pen Set,17,844.23,2183.32,37116.52,224,241,1,6,13.0,4.0,7
DIY-10807,2023-02-15,North,Stationery,Marker,46,978.14,3340.66,153670.58,656,702,0,1,1.0,3.3,6
DIY-10808,2023-03-10,South,Home Decor,LED Light,94,649.46,923.12,86773.06,749,843,0,5,20.0,2.6,6
DIY-10809,2025-04-30,West,Kitchen,Knife Set,12,952.66,2115.22,25382.59,261,273,0,7,9.0,3.2,10
DIY-10810,2025-06-09,South,Home Decor,LED Light,66,275.93,625.07,41254.38,228,294,0,7,22.0,3.3,11
DIY-10811,2024-01-14,East,Home Decor,Wall Frame,68,323.81,570.49,38793.37,411,479,1,3,15.0,4.3,10
DIY-10812,2025-05-01,South,Kitchen,Storage Box,82,821.07,2120.06,173844.99,609,691,1,7,4.0,2.0,10
DIY-10813,2025-07-13,North,Cleaning,Mop,51,469.18,924.46,47147.58,238,289,0,2,1.0,4.6,8
DIY-10814,2023-05-07,South,Kitchen,Storage Box,30,172.15,232.52,6975.69,432,462,0,5,14.0,4.5,11
DIY-10815,2023-02-15,East,Stationery,Marker,95,674.17,1439.1,136714.89,206,301,1,1,12.0,4.4,0
DIY-10816,2025-06-25,East,Cleaning,Brush,18,24.17,50.62,911.16,290,308,0,4,21.0,2.1,7
DIY-10817,2024-12-23,West,Cleaning,Bucket,22,691.34,917.71,20189.59,663,685,1,4,18.0,3.6,10
DIY-10818,2025-01-12,West,Stationery,Stapler,8,521.8,1624.64,12997.12,604,612,0,1,4.0,4.2,4
DIY-10819,2022-06-10,North,Electrical,Battery,52,666.85,839.76,43667.61,211,263,1,5,4.0,4.9,10
DIY-10820,2023-08-31,East,Home Decor,LED Light,95,592.87,762.92,72477.2,749,844,0,5,22.0,4.8,9
DIY-10821,2024-09-09,East,Stationery,Stapler,34,98.14,246.35,8375.91,801,835,0,4,14.0,3.2,8
DIY-10822,2025-11-08,East,Hardware,Hammer,59,804.46,2681.78,158225.0,105,164,0,1,7.0,2.4,10
DIY-10823,2023-11-14,East,Hardware,Tape Measure,8,789.36,2033.36,16266.85,701,709,0,1,0.0,2.1,9
DIY-10824,2025-01-05,West,Electrical,Wire,74,640.24,1068.37,79059.45,-15,59,1,2,9.0,3.0,9
DIY-10825,2025-12-03,East,Home Decor,Curtains,67,383.94,871.91,58418.14,164,231,1,2,2.0,3.6,0
DIY-10826,2023-08-22,North,Cleaning,Cleaning Spray,73,393.68,841.92,61460.14,390,463,1,0,4.0,4.8,10
DIY-10827,2022-10-23,East,Home Decor,Wall Frame,24,554.82,1218.97,29255.23,374,398,1,4,9.0,4.6,6
DIY-10828,2022-09-23,West,Hardware,Drill Bits,4,333.41,662.31,2649.24,175,179,1,0,20.0,2.3,9
DIY-10829,2024-02-10,South,Stationery,Pen Set,35,308.67,945.8,33102.85,836,871,0,6,0.0,4.0,6
DIY-10830,2022-07-10,East,Hardware,Screwdriver,16,697.37,747.62,11961.91,660,676,1,7,20.0,4.7,2
DIY-10831,2024-10-22,West,Stationery,Pen Set,6,805.26,1180.59,7083.56,74,80,0,0,6.0,2.7,5
DIY-10832,2024-04-07,North,Hardware,Screwdriver,29,133.14,253.26,7344.66,823,852,0,2,3.0,4.8,0
DIY-10833,2023-02-15,East,Stationery,Stapler,33,371.25,1000.5,33016.5,538,571,1,0,14.0,2.7,0
DIY-10834,2026-04-04,West,Kitchen,Bottle,90,457.06,779.76,70178.25,842,932,1,1,12.0,2.4,1
DIY-10835,2022-09-19,West,Stationery,Marker,81,416.89,947.18,76721.34,759,840,0,7,0.0,4.9,0
DIY-10836,2025-01-07,North,Stationery,Pen Set,25,119.16,317.33,7933.35,77,102,1,5,7.0,4.0,3
DIY-10837,2022-12-30,North,Kitchen,Bottle,12,434.37,764.01,9168.14,732,744,1,3,16.0,3.3,9
DIY-10838,2023-04-15,West,Hardware,Screwdriver,77,871.69,2722.29,209616.66,775,852,0,1,5.0,3.8,3
DIY-10839,2023-11-30,East,Hardware,Screwdriver,27,830.47,1337.82,36121.25,841,868,1,5,18.0,3.8,6
DIY-10840,2023-04-27,South,Hardware,Drill Bits,35,815.61,1573.39,55068.57,78,113,1,4,16.0,4.2,2
DIY-10841,2023-01-23,East,Home Decor,Plant Pot,57,851.11,2250.0,128250.21,531,588,0,4,19.0,2.4,1
DIY-10842,2023-09-22,South,Hardware,Tape Measure,82,956.11,1743.05,142929.85,516,598,0,3,7.0,4.8,6
DIY-10843,2025-01-08,South,Hardware,Tape Measure,37,906.83,1975.51,73094.02,618,655,0,0,5.0,3.3,8
DIY-10844,2026-02-08,South,Cleaning,Cleaning Spray,52,646.12,1051.38,54671.74,383,435,1,7,15.0,3.7,7
DIY-10845,2025-03-08,South,Electrical,Battery,98,427.71,611.65,59941.8,888,986,1,7,19.0,4.2,7
DIY-10846,2022-06-07,East,Home Decor,Wall Frame,80,181.13,387.79,31023.32,215,295,1,7,20.0,3.6,7
DIY-10847,2023-02-17,North,Electrical,Bulb,60,527.12,821.6,49295.8,253,313,0,6,10.0,4.7,10
DIY-10848,2024-03-19,South,Home Decor,Plant Pot,61,560.09,1884.7,114966.55,773,834,0,3,13.0,3.0,11
DIY-10849,2024-03-28,North,Home Decor,Plant Pot,18,347.31,551.67,9930.11,944,962,0,5,13.0,4.4,6
DIY-10850,2025-02-08,East,Cleaning,Mop,16,477.24,435.35,6965.62,968,984,1,3,14.0,4.8,1
DIY-10851,2024-06-15,East,Electrical,Battery,55,782.35,1462.18,80419.92,708,763,1,4,19.0,3.4,2
DIY-10852,2025-04-13,North,Hardware,Screwdriver,62,961.19,2670.05,165542.93,917,979,0,5,14.0,3.8,11
DIY-10853,2022-09-10,East,Cleaning,Bucket,16,563.46,987.31,15796.98,234,250,1,3,7.0,4.8,0
DIY-10854,2023-09-18,West,Hardware,Hammer,71,43.54,103.91,7377.29,121,192,0,3,9.0,4.0,7
DIY-10855,2025-08-19,East,Home Decor,Curtains,38,255.55,362.15,13761.77,861,899,1,5,8.0,3.0,11
DIY-10856,2023-01-08,North,Hardware,Screwdriver,52,595.37,701.31,36468.25,479,531,1,7,2.0,2.0,10
DIY-10857,2023-03-21,West,Electrical,Bulb,70,733.16,1921.22,134485.23,781,851,0,7,5.0,3.6,5
DIY-10858,2023-09-19,West,Cleaning,Bucket,7,574.51,818.93,5732.52,841,848,0,0,8.0,,11
DIY-10859,2024-04-03,South,Home Decor,Wall Frame,61,362.06,1149.04,70091.58,162,223,0,5,4.0,2.5,11
DIY-10860,2022-09-27,West,Stationery,Marker,5,299.08,631.27,3156.35,554,559,0,1,5.0,2.2,4
DIY-10861,2023-01-27,East,Electrical,Bulb,26,648.59,2012.75,52331.42,884,910,0,2,20.0,3.6,4
DIY-10862,2024-10-16,South,Electrical,Battery,42,931.01,1476.81,62026.1,142,184,1,6,14.0,4.7,11
DIY-10863,2022-11-12,South,Kitchen,Knife Set,46,829.05,1198.34,55123.63,369,415,0,4,24.0,2.5,11
DIY-10864,2025-07-18,West,Electrical,Wire,23,626.72,1966.17,45222.01,800,823,1,5,5.0,2.7,2
DIY-10865,2023-09-26,West,Stationery,Stapler,82,466.33,1084.08,88894.57,619,701,1,3,9.0,3.8,7
DIY-10866,2023-11-15,West,Electrical,Bulb,76,30.03,94.75,7200.93,256,332,0,3,23.0,2.7,1
DIY-10867,2022-07-04,North,Home Decor,Plant Pot,52,366.19,787.9,40970.63,244,296,0,3,,4.2,0
DIY-10868,2024-06-18,North,Home Decor,Plant Pot,78,256.34,290.97,22695.45,229,307,1,4,18.0,4.3,7
DIY-10869,2025-10-31,South,Electrical,Bulb,68,992.57,1296.01,88128.75,8,76,1,2,17.0,5.0,7
DIY-10870,2024-04-02,East,Home Decor,Curtains,27,840.49,2018.5,54499.38,826,853,0,4,20.0,4.3,4
DIY-10871,2023-11-07,East,Hardware,Hammer,62,356.06,1204.72,74692.81,609,671,0,5,10.0,3.7,3
DIY-10872,2026-03-02,East,Electrical,Extension Board,66,76.55,147.08,9707.28,484,550,0,4,1.0,4.3,1
DIY-10873,2022-12-02,East,Stationery,Pen Set,39,720.1,1286.23,50162.87,516,555,0,7,,2.1,2
DIY-10874,2023-08-18,East,Cleaning,Bucket,39,743.1,745.19,29062.37,704,743,1,5,11.0,,6
DIY-10875,2023-05-15,West,Kitchen,Storage Box,67,635.94,1785.21,119608.86,11,78,0,0,8.0,3.8,3
DIY-10876,2022-08-05,South,Hardware,Tape Measure,80,318.52,806.02,64481.97,818,898,1,3,20.0,2.5,11
DIY-10877,2024-01-31,East,Electrical,Bulb,15,598.36,688.05,10320.77,942,957,1,2,19.0,2.8,2
DIY-10878,2025-04-10,West,Home Decor,Curtains,90,568.56,933.51,84015.89,897,987,0,7,2.0,,6
DIY-10879,2025-02-12,East,Cleaning,Mop,8,436.14,826.4,6611.21,142,150,1,0,10.0,3.9,6
DIY-10880,2026-01-07,East,Hardware,Screwdriver,4,84.62,186.13,744.51,942,946,0,2,8.0,4.4,4
DIY-10881,2025-07-30,West,Cleaning,Cleaning Spray,74,613.82,1330.8,98478.89,796,870,1,0,7.0,2.1,1
DIY-10882,2023-12-12,South,Home Decor,Wall Frame,14,616.48,1862.29,26072.12,371,385,0,0,5.0,2.9,5
DIY-10883,2025-07-18,South,Cleaning,Mop,84,596.92,765.24,64280.39,-25,59,1,6,19.0,5.0,5
DIY-10884,2023-02-08,East,Cleaning,Cleaning Spray,41,905.86,1290.52,52911.27,743,784,1,3,18.0,4.7,8
DIY-10885,2026-01-23,North,Stationery,Pen Set,44,303.03,413.86,18209.87,232,276,0,2,13.0,3.4,11
DIY-10886,2025-08-29,West,Cleaning,Bucket,59,799.55,2710.35,159910.49,773,832,0,0,13.0,4.7,7
DIY-10887,2022-05-02,South,Cleaning,Bucket,73,882.77,2162.12,157834.59,916,989,1,2,3.0,2.9,3
DIY-10888,2025-12-29,South,Hardware,Hammer,18,140.11,356.21,6411.86,531,549,1,4,3.0,4.2,6
DIY-10889,2023-03-20,East,Electrical,Battery,17,909.78,2921.43,49664.3,655,672,0,7,7.0,4.4,6
DIY-10890,2024-04-22,East,Cleaning,Cleaning Spray,34,728.7,2073.38,70495.01,364,398,0,3,20.0,2.2,1
DIY-10891,2025-02-10,South,Home Decor,Curtains,10,204.59,503.66,5036.56,426,436,0,4,,3.7,3
DIY-10892,2025-12-25,North,Kitchen,Bottle,40,153.07,317.76,12710.37,798,838,1,3,0.0,2.4,6
DIY-10893,2023-07-16,West,Cleaning,Mop,91,132.68,217.73,19813.43,528,619,1,4,10.0,3.6,3
DIY-10894,2025-12-21,North,Kitchen,Bottle,80,816.38,2129.51,170360.51,694,774,0,7,9.0,4.8,3
DIY-10895,2023-07-06,South,Cleaning,Mop,96,854.08,1664.36,159778.95,515,611,0,2,14.0,2.5,9
DIY-10896,2025-07-23,West,Kitchen,Knife Set,57,424.0,676.39,38554.16,568,625,0,6,19.0,4.4,7
DIY-10897,2024-11-21,West,Hardware,Hammer,86,892.82,1980.65,170336.32,815,901,1,4,1.0,4.9,9
DIY-10898,2022-07-06,South,Home Decor,Wall Frame,16,910.16,3016.68,48266.87,608,624,0,6,24.0,4.3,8
DIY-10899,2025-02-22,West,Kitchen,Knife Set,84,59.96,160.05,13444.25,568,652,0,1,10.0,4.9,0
DIY-10900,2022-06-04,North,Hardware,Hammer,22,148.41,223.24,4911.37,69,91,0,2,15.0,4.9,7
DIY-10901,2025-05-10,East,Kitchen,Storage Box,62,941.35,1186.31,73551.15,470,532,1,7,23.0,2.7,8
