bill_id,date,region,category,product_name,size,units_sold,base_price,discount_percent,final_price,revenue,inventory_remaining,customer_gender,season,return_flag
ZUD-10612,2024-07-29,Chennai,Men,Shirt,L,22,2532.89,30.0,1773.02,39006.51,174,Female,Monsoon,0
ZUD-10613,2025-08-25,Chennai,Kids,Kids Dress,S,7,942.91,15.0,801.48,5610.34,89,Female,Monsoon,1
ZUD-10614,2025-06-17,Pune,Accessories,Bag,M,21,2663.33,0.0,2663.33,55929.91,220,Female,Monsoon,0
ZUD-10615,2024-07-28,Pune,Kids,Kids Tshirt,L,20,461.03,30.0,322.72,6454.44,21,Female,Monsoon,1
ZUD-10616,2025-03-14,Chennai,Women,Dress,S,29,3407.16,0.0,3407.16,98807.57,230,Male,Summer,1
ZUD-10617,2025-03-09,Pune,Accessories,Socks,S,25,1948.99,30.0,1364.29,34107.25,166,Female,Monsoon,0
ZUD-10618,2024-11-10,Delhi,Men,Jeans,XL,17,574.33,20.0,459.47,7810.95,24,Male,Winter,0
ZUD-10619,2026-03-03,Delhi,Women,Jeans,L,1,430.22,10.0,387.2,387.2,255,Male,Monsoon,1
ZUD-10620,2024-11-16,Pune,Men,Shirt,S,2,1974.52,20.0,1579.62,3159.23,267,Female,Monsoon,0
ZUD-10621,2025-07-20,Delhi,Kids,Kids Shorts,L,7,2729.81,10.0,2456.83,17197.82,94,Female,Monsoon,1
ZUD-10622,2025-08-18,Delhi,Kids,Kids Shorts,L,21,1569.87,20.0,1255.89,26373.79,287,Male,Winter,0
ZUD-10623,2026-04-15,Chennai,Kids,Kids Dress,XL,13,1572.47,20.0,1257.97,16353.67,33,Female,Summer,0
ZUD-10624,2024-11-03,Bangalore,Men,Joggers,XL,24,2984.18,30.0,2088.93,50134.22,55,Female,Monsoon,0
ZUD-10625,2025-01-17,Chennai,Accessories,Socks,S,27,705.61,30.0,493.93,13336.02,291,Male,Summer,0
ZUD-10626,2026-01-21,Pune,Accessories,Cap,XL,20,2096.08,15.0,1781.67,35633.4,16,Male,Winter,1
ZUD-10627,2025-10-13,Delhi,Men,Shirt,M,16,1227.33,10.0,1104.6,17673.54,142,Female,Summer,0
ZUD-10628,2025-03-30,Delhi,Men,Joggers,XL,27,2187.01,20.0,1749.61,47239.52,89,Female,Summer,1
ZUD-10629,2025-03-01,Mumbai,Accessories,Belt,L,23,765.08,10.0,688.57,15837.1,227,Male,Summer,0
ZUD-10630,2025-08-23,Delhi,Women,Top,L,18,721.0,30.0,504.7,9084.61,271,Male,Summer,1
ZUD-10631,2025-03-14,Bangalore,Men,Jacket,L,1,949.3,0.0,949.3,949.3,46,Male,Winter,0
ZUD-10632,2024-07-15,Delhi,Accessories,Belt,M,9,2896.53,30.0,2027.57,18248.12,169,Male,Monsoon,0
ZUD-10633,2025-05-02,Bangalore,Kids,Kids Shorts,M,6,556.47,,500.82,3004.91,21,Female,Summer,1
ZUD-10634,2025-02-26,Mumbai,Women,Dress,M,22,3155.69,,2208.98,48597.64,138,Female,Winter,1
ZUD-10635,2024-11-07,Delhi,Women,Skirt,L,20,1275.92,30.0,893.15,17862.95,204,Female,Summer,0
ZUD-10636,2025-06-01,Delhi,Men,Jeans,L,12,1489.68,10.0,1340.71,16088.57,104,Female,Monsoon,0
ZUD-10637,2025-08-21,Pune,Men,Jeans,,21,2608.49,20.0,2086.79,43822.65,201,Female,Monsoon,0
ZUD-10638,2025-07-11,Mumbai,Women,Top,M,13,3104.48,30.0,2173.14,28250.81,70,Female,Monsoon,0
ZUD-10639,2024-11-14,Pune,Women,Skirt,S,15,325.59,30.0,227.92,3418.73,87,Male,Winter,1
ZUD-10640,2025-02-22,Bangalore,Kids,Kids Shorts,S,29,1887.2,0.0,1887.2,54728.79,95,Female,Summer,0
ZUD-10641,2024-12-19,Pune,Accessories,Belt,M,23,1658.86,0.0,1658.86,38153.87,162,Male,Winter,1
ZUD-10642,2024-12-02,Delhi,Men,Jacket,S,17,1030.15,30.0,721.11,12258.81,258,Female,Monsoon,1
ZUD-10643,2024-07-29,Delhi,Kids,Kids Shorts,L,3,2433.16,10.0,2189.84,6569.53,97,Female,Winter,0
ZUD-10644,2024-06-12,Chennai,Men,Joggers,M,20,552.99,10.0,497.69,9953.78,186,Male,Monsoon,1
ZUD-10645,2025-10-04,Delhi,Men,Shirt,L,21,1056.73,20.0,845.39,17753.13,66,Female,Summer,0
ZUD-10646,2025-12-24,Chennai,Women,Skirt,M,28,1199.43,0.0,1199.43,33584.16,135,Female,Summer,0
ZUD-10647,2026-01-11,Delhi,Women,Kurti,S,1,2969.91,30.0,2078.94,2078.94,29,Female,Monsoon,0
ZUD-10648,2025-10-18,Pune,Kids,Kids Tshirt,S,24,499.66,10.0,449.69,10792.55,71,Male,Winter,1
ZUD-10649,2026-01-20,Chennai,Accessories,Socks,M,1,2377.08,10.0,2139.37,2139.37,288,Male,Monsoon,0
ZUD-10650,2025-12-24,Chennai,Accessories,Bag,L,18,1073.06,30.0,751.14,13520.57,174,Male,Winter,0
ZUD-10651,2026-01-09,Chennai,Women,Skirt,XL,26,1205.94,10.0,1085.34,28218.91,222,Male,Summer,0
ZUD-10652,2026-02-21,Chennai,Kids,Kids Tshirt,M,14,1462.58,30.0,1023.81,14333.31,206,Female,Summer,0
ZUD-10653,2025-04-20,Delhi,Women,Top,M,24,982.33,15.0,834.98,20039.59,235,Female,Summer,1
ZUD-10654,2024-09-23,Mumbai,Kids,Kids Tshirt,S,20,1407.35,20.0,1125.88,22517.53,158,Male,Winter,0
ZUD-10655,2025-06-15,Delhi,Accessories,Socks,XL,24,1468.42,15.0,1248.16,29955.74,177,Female,Winter,1
ZUD-10656,2024-11-02,Chennai,Kids,Kids Tshirt,S,21,917.28,30.0,642.09,13483.95,192,Male,Summer,1
ZUD-10657,2026-04-18,Mumbai,Accessories,Cap,XL,8,662.06,20.0,529.65,4237.2,108,Female,Summer,0
ZUD-10658,2025-05-12,Bangalore,Kids,Kids Tshirt,M,26,1905.27,30.0,1333.69,34675.95,149,Female,Monsoon,1
ZUD-10659,2025-07-02,Chennai,Women,Dress,M,6,771.18,20.0,616.94,3701.64,248,Male,Summer,0
ZUD-10660,2025-06-20,Mumbai,Men,Jeans,M,17,1799.85,15.0,1529.87,26007.87,186,Female,Monsoon,0
ZUD-10661,2025-06-10,Chennai,Women,Dress,XL,11,1367.65,30.0,957.35,10530.87,21,Male,Winter,0
ZUD-10662,2025-07-27,Mumbai,Women,Top,S,8,2823.89,30.0,1976.72,15813.76,71,Female,Monsoon,0
ZUD-10663,2024-07-31,Delhi,Accessories,Socks,S,3,1663.21,15.0,1413.73,4241.19,55,Male,Winter,1
ZUD-10664,2024-09-29,Delhi,Women,Kurti,M,18,2263.5,0.0,2263.5,40743.04,173,Male,Monsoon,1
ZUD-10665,2024-11-25,Delhi,Kids,Kids Dress,XL,18,1663.6,,1414.06,25453.08,231,Female,Summer,0
ZUD-10666,2024-10-31,Mumbai,Accessories,Belt,XL,24,1798.0,0.0,1798.0,43152.08,68,Male,Monsoon,0
ZUD-10667,2024-10-15,Pune,Men,Joggers,XL,21,1648.52,30.0,1153.97,24233.28,208,Female,Summer,0
ZUD-10668,2024-10-26,Pune,Women,Jeans,M,13,246.9,15.0,209.87,2728.26,258,Female,Summer,0
ZUD-10669,2025-10-19,Delhi,Accessories,Socks,XL,21,2631.67,10.0,2368.5,49738.57,240,Male,Summer,0
ZUD-10670,2025-06-04,Delhi,Men,Jacket,L,19,2462.61,20.0,1970.08,37431.6,271,Female,Winter,0
ZUD-10671,2024-12-13,Bangalore,Kids,Kids Shorts,L,4,317.28,0.0,317.28,1269.13,38,Male,Summer,0
ZUD-10672,2024-09-23,Bangalore,Accessories,Belt,M,1,634.74,30.0,444.32,444.32,124,Female,Winter,0
ZUD-10673,2025-04-16,Pune,Men,Jacket,L,26,1043.7,30.0,730.59,18995.42,237,Female,Monsoon,0
ZUD-10674,2026-03-12,Bangalore,Accessories,Socks,L,27,1807.48,20.0,1445.98,39041.53,41,Female,Monsoon,0
ZUD-10675,2025-03-14,Mumbai,Accessories,Cap,XL,25,2946.26,10.0,2651.63,66290.77,178,Female,Summer,1
ZUD-10676,2024-09-13,Chennai,Kids,Kids Tshirt,XL,17,1584.97,10.0,1426.48,24250.09,226,Male,Winter,0
ZUD-10677,2025-07-11,Mumbai,Kids,Kids Tshirt,XL,23,2684.86,30.0,1879.41,43226.33,141,Female,Summer,0
ZUD-10678,2024-10-14,Bangalore,Accessories,Belt,S,17,2903.89,15.0,2468.31,41961.22,253,Female,Monsoon,0
ZUD-10679,2025-02-02,Mumbai,Men,Jeans,S,28,2836.29,0.0,2836.29,79416.0,201,Female,Winter,0
ZUD-10680,2024-11-25,Pune,Accessories,Belt,L,16,2920.94,15.0,2482.8,39724.72,203,Female,Winter,1
ZUD-10681,2026-02-18,Mumbai,Kids,Kids Tshirt,M,22,2769.23,10.0,2492.31,54830.72,155,Male,Summer,1
ZUD-10682,2024-12-25,Mumbai,Accessories,Cap,S,23,2551.01,15.0,2168.36,49872.29,197,Male,Summer,0
ZUD-10683,2025-11-04,Chennai,Women,Skirt,XL,7,3088.25,20.0,2470.6,17294.2,118,Male,Monsoon,0
ZUD-10684,2025-04-01,Mumbai,Accessories,Cap,M,3,797.79,30.0,558.45,1675.35,217,Male,Winter,0
ZUD-10685,2024-08-13,Chennai,Women,Kurti,S,22,1854.21,0.0,1854.21,40792.61,124,Male,Summer,0
ZUD-10686,2024-09-07,Delhi,Accessories,Bag,XL,28,1473.52,20.0,1178.82,33006.94,234,Male,Summer,1
ZUD-10687,2025-02-24,Chennai,Accessories,Socks,M,21,1794.48,30.0,1256.13,26378.79,43,Male,Summer,0
ZUD-10688,2024-09-15,Delhi,Men,Jacket,L,20,2328.52,0.0,2328.52,46570.49,28,Female,Winter,0
ZUD-10689,2026-01-04,Pune,Women,Skirt,S,20,3019.42,10.0,2717.47,54349.49,226,Male,Winter,1
ZUD-10690,2025-07-29,Chennai,Accessories,Cap,L,23,2924.5,0.0,2924.5,67263.48,132,Male,Monsoon,0
ZUD-10691,2024-05-01,Chennai,Kids,Kids Shorts,S,20,2882.89,20.0,2306.32,46126.31,273,Female,Monsoon,0
ZUD-10692,2026-02-16,Bangalore,Women,Jeans,L,28,2676.16,0.0,2676.16,74932.56,231,Male,Winter,0
ZUD-10693,2025-03-05,Delhi,Men,Tshirt,M,11,509.66,15.0,433.21,4765.32,202,Female,Winter,0
ZUD-10694,2025-05-18,Delhi,Kids,Kids Dress,XL,25,2433.99,0.0,2433.99,60849.68,114,Male,Summer,0
ZUD-10695,2026-01-09,Chennai,Accessories,Belt,XL,4,1618.01,0.0,1618.01,6472.04,239,Male,Summer,1
ZUD-10696,2025-07-19,Chennai,Women,Jeans,S,16,2203.23,20.0,1762.58,28201.3,233,Male,Monsoon,1
ZUD-10697,2026-02-20,Chennai,Kids,Kids Tshirt,L,14,1766.29,20.0,1413.03,19782.43,164,Female,Winter,0
ZUD-10698,2024-11-08,Chennai,Accessories,Socks,XL,9,1170.6,20.0,936.48,8428.29,209,Female,Monsoon,0
ZUD-10699,2024-05-03,Delhi,Kids,Kids Dress,S,19,2256.24,20.0,1804.99,34294.79,268,Female,Monsoon,1
ZUD-10700,2024-10-01,Mumbai,Kids,Kids Tshirt,XL,14,1341.77,20.0,1073.41,15027.79,243,Male,Winter,0
ZUD-10701,2026-04-03,Chennai,Kids,Kids Tshirt,L,20,888.23,20.0,710.59,14211.74,16,Female,Monsoon,0
ZUD-10702,2024-06-03,Bangalore,Men,Jeans,S,2,1440.02,20.0,1152.01,2304.03,166,Male,Monsoon,0
ZUD-10703,2026-04-16,Bangalore,Accessories,Bag,L,14,847.84,30.0,593.49,8308.86,152,Male,Summer,1
ZUD-10704,2025-07-29,Mumbai,Kids,Kids Shorts,XL,20,1746.7,20.0,1397.36,27947.14,277,Male,Summer,0
ZUD-10705,2025-05-22,Mumbai,Men,Jacket,,4,2972.29,15.0,2526.45,10105.79,266,Female,Monsoon,0
ZUD-10706,2024-11-18,Pune,Women,Skirt,L,26,933.32,30.0,653.32,16986.35,271,Female,Winter,1
ZUD-10707,2026-03-19,Chennai,Women,Skirt,L,14,2542.55,10.0,2288.3,32036.16,164,Female,Monsoon,0
ZUD-10708,2025-04-03,Chennai,Kids,Kids Shorts,S,13,2994.35,30.0,2096.04,27248.58,30,Female,Monsoon,0
ZUD-10709,2026-02-01,Pune,Accessories,Belt,M,7,2287.79,20.0,1830.23,12811.62,117,Female,Summer,1
ZUD-10710,2025-04-08,Mumbai,Kids,Kids Dress,S,20,1751.64,0.0,1751.64,35032.73,204,Female,Monsoon,0
ZUD-10711,2025-10-10,Bangalore,Women,Jeans,M,29,461.62,15.0,392.38,11378.97,59,Male,Winter,0
ZUD-10712,2026-03-27,Chennai,Women,Dress,XL,22,2959.47,20.0,2367.57,52086.64,294,Female,Winter,1
ZUD-10713,2026-03-11,Pune,Women,Jeans,M,10,3317.53,15.0,2819.9,28199.01,139,Female,Winter,0
ZUD-10714,2025-12-17,Delhi,Accessories,Bag,S,21,1655.98,30.0,1159.19,24342.93,162,Female,Monsoon,0
ZUD-10715,2025-03-23,Delhi,Men,Shirt,L,25,2350.99,0.0,2350.99,58774.69,246,Female,Winter,0
ZUD-10716,2024-12-21,Delhi,Men,Shirt,S,23,1260.97,0.0,1260.97,29002.33,190,Female,Winter,0
ZUD-10717,2024-05-26,Mumbai,Kids,Kids Dress,L,22,280.7,20.0,224.56,4940.4,161,Male,Winter,1
ZUD-10718,2024-12-11,Mumbai,Men,Shirt,L,24,969.62,10.0,872.66,20943.72,58,Male,Winter,1
ZUD-10719,2026-02-24,Bangalore,Women,Jeans,XL,17,724.25,0.0,724.25,12312.2,41,Male,Monsoon,0
ZUD-10720,2025-04-23,Delhi,Women,Dress,L,7,2442.11,15.0,2075.8,14530.58,56,Female,Summer,0
ZUD-10721,2026-03-27,Bangalore,Men,Jacket,L,5,1353.05,30.0,947.13,4735.66,132,Female,Summer,0
ZUD-10722,2025-03-03,Pune,Men,Jeans,L,22,2633.31,0.0,2633.31,57932.72,214,Male,Summer,1
ZUD-10723,2024-10-14,Chennai,Women,Top,,11,2948.61,20.0,2358.89,25947.76,55,Female,Monsoon,0
ZUD-10724,2025-08-31,Mumbai,Women,Dress,XL,28,2932.48,10.0,2639.23,73898.38,40,Male,Monsoon,0
ZUD-10725,2025-12-09,Bangalore,Men,Tshirt,L,6,1190.54,20.0,952.43,5714.58,264,Female,Winter,0
ZUD-10726,2025-06-30,Mumbai,Kids,Kids Dress,M,22,1173.33,10.0,1055.99,23231.84,180,Male,Winter,1
ZUD-10727,2025-11-15,Pune,Kids,Kids Tshirt,XL,21,2021.16,30.0,1414.81,29711.07,188,Female,Monsoon,0
ZUD-10728,2026-04-12,Pune,Women,Top,S,22,336.75,20.0,269.4,5926.85,28,Male,Winter,0
ZUD-10729,2024-11-19,Delhi,Accessories,Belt,S,11,2222.85,15.0,1889.42,20783.63,94,Male,Summer,1
ZUD-10730,2026-01-22,Bangalore,Accessories,Socks,M,9,951.42,0.0,951.42,8562.77,114,Female,Summer,1
ZUD-10731,2024-08-13,Delhi,Men,Jeans,XL,20,2497.84,0.0,2497.84,49956.85,37,Male,Summer,0
ZUD-10732,2024-09-29,Bangalore,Women,Kurti,XL,21,2602.8,10.0,2342.52,49192.98,32,Male,Monsoon,0
ZUD-10733,2024-09-23,Pune,Women,Jeans,M,12,2606.46,20.0,2085.17,25022.03,125,Male,Summer,0
ZUD-10734,2024-08-08,Mumbai,Men,Joggers,M,3,2134.88,15.0,1814.65,5443.96,291,Male,Winter,0
ZUD-10735,2025-05-11,Bangalore,Accessories,Belt,M,2,2165.59,20.0,1732.47,3464.94,166,Male,Monsoon,0
ZUD-10736,2025-05-01,Chennai,Men,Jeans,L,23,2720.13,30.0,1904.09,43794.05,290,Female,Monsoon,0
ZUD-10737,2025-10-04,Mumbai,Kids,Kids Dress,XL,16,1584.71,0.0,1584.71,25355.43,122,Male,Summer,1
ZUD-10738,2025-04-17,Pune,Men,Shirt,XL,20,2920.61,15.0,2482.52,49650.37,91,Male,Summer,0
ZUD-10739,2024-09-01,Delhi,Women,Kurti,XL,24,2872.58,15.0,2441.69,58600.67,153,Female,Summer,0
ZUD-10740,2025-01-23,Mumbai,Women,Kurti,S,12,2238.08,20.0,1790.46,21485.57,84,Female,Monsoon,0
ZUD-10741,2026-03-31,Chennai,Women,Dress,,14,2711.09,0.0,2711.09,37955.26,250,Female,Winter,0
ZUD-10742,2025-07-15,Mumbai,Women,Top,XL,27,3539.12,15.0,3008.26,81222.91,115,Male,Winter,0
ZUD-10743,2024-09-26,Chennai,Women,Kurti,L,8,670.72,20.0,536.58,4292.63,166,Male,Summer,0
ZUD-10744,2025-02-20,Mumbai,Kids,Kids Tshirt,L,6,2000.23,10.0,1800.2,10801.23,112,Male,Monsoon,0
ZUD-10745,2025-10-20,Pune,Men,Shirt,S,29,2117.2,15.0,1799.62,52188.99,258,Female,Winter,0
ZUD-10746,2024-05-15,Mumbai,Accessories,Cap,M,3,435.2,0.0,435.2,1305.61,229,Female,Monsoon,0
ZUD-10747,2024-08-04,Mumbai,Men,Jeans,XL,3,1589.47,0.0,1589.47,4768.42,194,Female,Monsoon,1
ZUD-10748,2024-10-21,Bangalore,Men,Jacket,M,3,1976.31,0.0,1976.31,5928.94,179,Female,Summer,0
ZUD-10749,2025-02-08,Mumbai,Accessories,Belt,M,19,1518.68,15.0,1290.88,24526.68,88,Male,Summer,0
ZUD-10750,2025-04-16,Chennai,Accessories,Cap,,8,2073.75,15.0,1762.69,14101.49,45,Male,Summer,0
ZUD-10751,2024-07-01,Delhi,Accessories,Belt,L,13,404.7,10.0,364.23,4734.97,91,Male,Winter,1
ZUD-10752,2025-12-26,Pune,Kids,Kids Shorts,XL,17,2119.03,20.0,1695.23,28818.83,232,Female,Summer,0
ZUD-10753,2024-06-19,Bangalore,Accessories,Socks,S,27,1090.53,0.0,1090.53,29444.26,199,Female,Monsoon,0
ZUD-10754,2025-11-10,Delhi,Women,Top,S,28,1664.05,10.0,1497.64,41934.03,109,Male,Monsoon,0
ZUD-10755,2026-04-01,Bangalore,Accessories,Belt,L,14,2711.93,30.0,1898.35,26576.9,283,Male,Summer,1
ZUD-10756,2025-05-17,Chennai,Accessories,Bag,,15,2840.64,15.0,2414.54,36218.17,69,Male,Summer,0
ZUD-10757,2025-12-09,Bangalore,Women,Skirt,XL,23,1628.84,15.0,1384.51,31843.76,197,Male,Summer,0
ZUD-10758,2025-04-18,Mumbai,Women,Skirt,L,18,362.59,30.0,253.81,4568.61,253,Male,Monsoon,0
ZUD-10759,2026-03-18,Mumbai,Women,Dress,S,29,973.81,,827.74,24004.49,179,Female,Winter,1
ZUD-10760,2025-09-24,Chennai,Women,Skirt,XL,22,2499.42,10.0,2249.48,49488.58,130,Male,Winter,0
ZUD-10761,2024-08-10,Pune,Men,Jeans,XL,23,528.53,20.0,422.83,9724.99,142,Female,Monsoon,1
ZUD-10762,2026-03-28,Bangalore,Men,Jeans,S,21,250.2,30.0,175.14,3677.87,163,Male,Winter,0
ZUD-10763,2025-09-10,Mumbai,Women,Dress,S,22,2714.94,15.0,2307.7,50769.37,248,Male,Summer,1
ZUD-10764,2025-02-26,Pune,Women,Kurti,S,2,2696.76,,2157.41,4314.81,26,Male,Summer,0
ZUD-10765,2025-03-06,Mumbai,Men,Shirt,S,26,1690.05,0.0,1690.05,43941.24,121,Male,Summer,0
ZUD-10766,2025-04-30,Delhi,Accessories,Cap,S,25,2744.73,,1921.31,48032.71,237,Female,Monsoon,0
ZUD-10767,2025-11-02,Mumbai,Men,Tshirt,L,18,2934.6,15.0,2494.41,44899.39,93,Female,Winter,0
ZUD-10768,2025-10-08,Pune,Women,Skirt,L,26,2017.92,10.0,1816.12,47219.24,208,Male,Winter,0
ZUD-10769,2025-04-23,Mumbai,Accessories,Socks,XL,26,1777.1,10.0,1599.39,41584.18,295,Female,Monsoon,0
ZUD-10770,2025-03-28,Bangalore,Kids,Kids Dress,M,20,2337.03,30.0,1635.92,32718.42,15,Female,Monsoon,1
ZUD-10771,2024-08-12,Delhi,Women,Dress,L,22,287.2,15.0,244.12,5370.59,251,Female,Summer,0
ZUD-10772,2025-12-12,Delhi,Women,Top,M,15,2262.34,10.0,2036.11,30541.61,68,Male,Monsoon,1
ZUD-10773,2024-11-24,Bangalore,Accessories,Cap,M,15,2089.59,0.0,2089.59,31343.81,234,Female,Winter,0
ZUD-10774,2025-06-14,Pune,Men,Jeans,XL,4,297.05,15.0,252.49,1009.96,271,Female,Summer,0
ZUD-10775,2025-10-23,Chennai,Kids,Kids Shorts,L,29,2554.07,15.0,2170.96,62957.77,101,Female,Winter,0
ZUD-10776,2025-05-09,Mumbai,Men,Shirt,L,23,1970.1,30.0,1379.07,31718.53,148,Male,Summer,1
ZUD-10777,2024-10-19,Chennai,Accessories,Belt,S,18,2818.6,30.0,1973.02,35514.41,78,Male,Winter,0
ZUD-10778,2025-04-27,Chennai,Kids,Kids Shorts,L,29,2558.21,10.0,2302.39,66769.21,281,Female,Summer,1
ZUD-10779,2024-05-01,Chennai,Accessories,Belt,S,2,1534.4,20.0,1227.52,2455.05,296,Female,Monsoon,0
ZUD-10780,2025-02-03,Chennai,Accessories,Belt,,6,206.75,15.0,175.74,1054.41,173,Female,Summer,1
ZUD-10781,2025-03-28,Mumbai,Women,Top,S,13,2365.98,20.0,1892.78,24606.18,269,Male,Summer,0
ZUD-10782,2025-08-30,Bangalore,Kids,Kids Dress,M,21,2208.62,15.0,1877.33,39423.92,181,Male,Winter,1
ZUD-10783,2025-06-28,Pune,Kids,Kids Tshirt,L,18,1813.19,15.0,1541.21,27741.78,265,Male,Summer,1
ZUD-10784,2025-12-31,Bangalore,Men,Tshirt,S,11,306.34,15.0,260.39,2864.26,19,Female,Summer,0
ZUD-10785,2024-09-15,Delhi,Kids,Kids Dress,M,27,384.68,15.0,326.98,8828.43,165,Female,Monsoon,0
ZUD-10786,2025-03-23,Mumbai,Men,Jeans,M,3,2552.4,20.0,2041.92,6125.76,135,Female,Winter,0
ZUD-10787,2026-04-15,Chennai,Women,Dress,S,24,626.12,10.0,563.51,13524.17,26,Male,Summer,0
ZUD-10788,2024-10-06,Pune,Accessories,Socks,XL,5,1081.77,0.0,1081.77,5408.87,210,Female,Summer,0
ZUD-10789,2026-03-14,Chennai,Women,Top,M,5,1635.99,0.0,1635.99,8179.97,136,Male,Winter,1
ZUD-10790,2024-07-26,Pune,Accessories,Cap,M,10,1780.28,20.0,1424.23,14242.27,185,Male,Summer,0
ZUD-10791,2025-01-08,Mumbai,Women,Dress,M,28,3575.98,30.0,2503.19,70089.27,204,Male,Summer,1
ZUD-10792,2024-11-09,Pune,Men,Tshirt,S,5,440.07,0.0,440.07,2200.37,181,Male,Monsoon,1
ZUD-10793,2025-05-27,Mumbai,Women,Dress,L,11,2414.4,30.0,1690.08,18590.87,210,Male,Monsoon,1
ZUD-10794,2026-01-10,Pune,Men,Jeans,S,6,1183.49,15.0,1005.96,6035.79,96,Male,Summer,0
ZUD-10795,2025-05-06,Delhi,Accessories,Socks,L,29,390.8,10.0,351.72,10199.77,115,Male,Summer,0
ZUD-10796,2025-02-04,Pune,Accessories,Cap,L,2,1310.0,0.0,1310.0,2620.01,128,Female,Summer,0
ZUD-10797,2025-07-03,Mumbai,Men,Tshirt,XL,13,298.99,15.0,254.14,3303.79,209,Male,Winter,1
ZUD-10798,2025-09-15,Delhi,Women,Skirt,XL,3,1167.46,10.0,1050.72,3152.15,147,Female,Monsoon,0
ZUD-10799,2026-04-10,Chennai,Men,Shirt,XL,23,1251.77,0.0,1251.77,28790.61,282,Male,Monsoon,0
ZUD-10800,2025-04-10,Pune,Men,Jacket,M,11,2874.46,15.0,2443.29,26876.21,93,Female,Winter,0
ZUD-10801,2024-07-29,Chennai,Kids,Kids Shorts,S,24,2663.01,20.0,2130.41,51129.76,40,Male,Monsoon,0
ZUD-10802,2025-01-02,Delhi,Women,Skirt,M,6,3027.89,30.0,2119.52,12717.14,126,Male,Monsoon,1
ZUD-10803,2025-07-09,Chennai,Women,Top,M,23,1026.02,30.0,718.21,16518.9,167,Male,Winter,1
ZUD-10804,2025-11-17,Bangalore,Men,Tshirt,S,20,547.97,10.0,493.17,9863.45,168,Male,Summer,0
ZUD-10805,2025-04-12,Bangalore,Accessories,Cap,S,1,571.98,0.0,571.98,571.98,41,Male,Winter,1
ZUD-10806,2024-09-29,Bangalore,Women,Skirt,M,6,2432.76,10.0,2189.48,13136.91,236,Female,Monsoon,1
ZUD-10807,2025-01-29,Pune,Kids,Kids Tshirt,XL,21,2360.09,30.0,1652.07,34693.37,131,Male,Winter,0
ZUD-10808,2025-04-13,Pune,Accessories,Bag,M,18,1629.23,30.0,1140.46,20528.27,294,Male,Monsoon,0
ZUD-10809,2025-08-30,Delhi,Kids,Kids Shorts,L,28,1785.57,0.0,1785.57,49995.96,273,Female,Summer,0
ZUD-10810,2024-05-05,Delhi,Accessories,Socks,L,16,2230.93,0.0,2230.93,35694.85,38,Male,Winter,1
ZUD-10811,2024-09-22,Chennai,Men,Shirt,S,10,1962.34,20.0,1569.87,15698.71,18,Male,Summer,0
ZUD-10812,2024-06-11,Delhi,Kids,Kids Shorts,XL,18,2168.22,10.0,1951.39,35125.1,25,Male,Winter,0
ZUD-10813,2025-01-08,Chennai,Accessories,Belt,XL,1,2774.29,0.0,2774.29,2774.29,226,Male,Winter,1
ZUD-10814,2025-12-30,Chennai,Men,Jeans,XL,19,1843.58,10.0,1659.22,31525.19,254,Female,Summer,0
ZUD-10815,2025-12-03,Bangalore,Kids,Kids Shorts,S,17,936.98,15.0,796.43,13539.39,27,Female,Winter,0
ZUD-10816,2024-12-24,Chennai,Accessories,Socks,M,15,1644.87,15.0,1398.14,20972.04,277,Female,Winter,0
ZUD-10817,2025-07-25,Chennai,Accessories,Cap,XL,16,1828.18,10.0,1645.36,26325.74,211,Female,Summer,0
ZUD-10818,2025-12-08,Chennai,Men,Shirt,S,13,698.15,0.0,698.15,9075.91,61,Female,Winter,1
ZUD-10819,2024-08-22,Chennai,Accessories,Socks,S,4,1115.51,0.0,1115.51,4462.02,128,Female,Monsoon,0
ZUD-10820,2024-04-28,Pune,Women,Kurti,XL,5,3459.27,30.0,2421.49,12107.44,221,Male,Monsoon,1
ZUD-10821,2025-11-22,Pune,Men,Shirt,XL,11,340.15,20.0,272.12,2993.31,284,Male,Summer,0
ZUD-10822,2026-02-26,Mumbai,Kids,Kids Shorts,XL,8,1796.8,30.0,1257.76,10062.09,11,Female,Summer,0
ZUD-10823,2026-02-27,Delhi,Women,Skirt,XL,23,2132.38,10.0,1919.14,44140.32,48,Male,Monsoon,0
ZUD-10824,2024-06-15,Bangalore,Men,Shirt,M,11,2049.49,0.0,2049.49,22544.35,137,Male,Winter,0
ZUD-10825,2026-02-11,Delhi,Accessories,Bag,M,5,2862.21,,2432.88,12164.41,83,Female,Winter,0
ZUD-10826,2024-07-10,Mumbai,Women,Jeans,M,2,246.14,10.0,221.52,443.05,271,Female,Summer,0
ZUD-10827,2025-05-01,Mumbai,Men,Tshirt,XL,9,2401.74,0.0,2401.74,21615.66,115,Female,Summer,0
ZUD-10828,2025-08-17,Pune,Men,Joggers,L,24,764.64,30.0,535.25,12845.89,264,Female,Summer,0
ZUD-10829,2024-07-01,Bangalore,Accessories,Socks,S,11,263.09,0.0,263.09,2893.94,45,Male,Winter,0
ZUD-10830,2026-02-09,Pune,Kids,Kids Shorts,L,20,2339.61,0.0,2339.61,46792.2,159,Male,Winter,0
ZUD-10831,2024-07-20,Mumbai,Women,Jeans,S,26,2709.84,20.0,2167.87,56364.59,156,Male,Summer,1
